,assembly,BGC,cblast_score,,
601,262,scaffold_127,,,262_scaffold_127
602,262,scaffold_47,8385,,262_scaffold_47
603,262,scaffold_30,8823,,262_scaffold_30
604,262,scaffold_173,3728,,262_scaffold_173
605,67,scaffold_204,3789,,67_scaffold_204
606,67,scaffold_63,864,,67_scaffold_63
607,67,scaffold_130,2617,,67_scaffold_130
608,67,scaffold_419,3535,,67_scaffold_419
609,67,scaffold_19,9179,,67_scaffold_19
610,67,scaffold_193,3904,,67_scaffold_193
611,67,scaffold_549,2010,,67_scaffold_549
612,67,scaffold_437,1120,,67_scaffold_437
613,67,scaffold_818,,,67_scaffold_818
614,67,scaffold_103,3364,,67_scaffold_103
615,67,scaffold_31,620,,67_scaffold_31
616,67,scaffold_1281,,,67_scaffold_1281
617,67,scaffold_745,1914,,67_scaffold_745
618,67,scaffold_86,1386,,67_scaffold_86
619,67,scaffold_406,,,67_scaffold_406
620,67,scaffold_920,2242,,67_scaffold_920
621,67,scaffold_254,4937,,67_scaffold_254
622,67,scaffold_68,,,67_scaffold_68
623,67,scaffold_516,2819,,67_scaffold_516
624,67,scaffold_1464,,,67_scaffold_1464
625,67,scaffold_12,18830,,67_scaffold_12
626,67,scaffold_353,4021,,67_scaffold_353
627,67,scaffold_91,4066,,67_scaffold_91
628,67,scaffold_1,7708,,67_scaffold_1
629,67,scaffold_47,608,,67_scaffold_47
630,67,scaffold_194,2857,,67_scaffold_194
631,67,scaffold_70,4296,,67_scaffold_70
632,67,scaffold_114,4086,,67_scaffold_114
633,67,scaffold_26,,,67_scaffold_26
634,67,scaffold_1158,,,67_scaffold_1158
635,67,scaffold_1093,2017,,67_scaffold_1093
636,67,scaffold_161,6496,,67_scaffold_161
637,67,scaffold_116,,,67_scaffold_116
638,67,scaffold_602,,,67_scaffold_602
639,67,scaffold_682,3353,,67_scaffold_682
640,67,scaffold_32,2732,,67_scaffold_32
641,67,scaffold_628,,,67_scaffold_628
642,67,scaffold_5,12567,,67_scaffold_5
643,67,scaffold_229,4529,,67_scaffold_229
644,67,scaffold_62,6986,,67_scaffold_62
645,67,scaffold_146,4191,,67_scaffold_146
646,67,scaffold_208,5067,,67_scaffold_208
647,67,scaffold_777,,,67_scaffold_777
648,67,scaffold_1204,,,67_scaffold_1204
649,67,scaffold_684,,,67_scaffold_684
650,67,scaffold_462,,,67_scaffold_462
651,67,scaffold_358,1223,,67_scaffold_358
652,67,scaffold_395,3557,,67_scaffold_395
653,67,scaffold_585,,,67_scaffold_585
654,67,scaffold_823,,,67_scaffold_823
655,67,scaffold_1246,,,67_scaffold_1246
656,67,scaffold_36,4720,,67_scaffold_36
657,67,scaffold_189,4657,,67_scaffold_189
658,10,scaffold_1899,,,10_scaffold_1899
659,10,scaffold_717,492,,10_scaffold_717
660,10,scaffold_50,3488,,10_scaffold_50
661,10,scaffold_166,4125,,10_scaffold_166
662,10,scaffold_414,2530,,10_scaffold_414
663,10,scaffold_2144,,,10_scaffold_2144
664,10,scaffold_550,3582,,10_scaffold_550
665,10,scaffold_820,,,10_scaffold_820
666,10,scaffold_1109,,,10_scaffold_1109
667,10,scaffold_172,4920,,10_scaffold_172
668,10,scaffold_2110,1862,,10_scaffold_2110
669,10,scaffold_73,1402,,10_scaffold_73
670,10,scaffold_1038,,,10_scaffold_1038
671,10,scaffold_250,,,10_scaffold_250
672,10,scaffold_584,1617,,10_scaffold_584
673,10,scaffold_722,565,,10_scaffold_722
674,10,scaffold_179,3397,,10_scaffold_179
675,10,scaffold_813,,,10_scaffold_813
676,10,scaffold_1746,,,10_scaffold_1746
677,10,scaffold_1052,,,10_scaffold_1052
678,10,scaffold_1203,1633,,10_scaffold_1203
679,10,scaffold_333,2134,,10_scaffold_333
680,10,scaffold_1432,,,10_scaffold_1432
681,10,scaffold_8,7499,,10_scaffold_8
682,10,scaffold_96,1390,,10_scaffold_96
683,10,scaffold_101,,,10_scaffold_101
684,10,scaffold_2138,,,10_scaffold_2138
685,10,scaffold_1728,926,,10_scaffold_1728
686,10,scaffold_181,3050,,10_scaffold_181
687,10,scaffold_556,3150,,10_scaffold_556
688,10,scaffold_331,3859,,10_scaffold_331
689,10,scaffold_281,1447,,10_scaffold_281
690,10,scaffold_1242,,,10_scaffold_1242
691,10,scaffold_324,,,10_scaffold_324
692,10,scaffold_2093,,,10_scaffold_2093
693,10,scaffold_407,,,10_scaffold_407
694,10,scaffold_574,,,10_scaffold_574
695,10,scaffold_95,5657,,10_scaffold_95
696,10,scaffold_58,,,10_scaffold_58
697,10,scaffold_196,,,10_scaffold_196
698,10,scaffold_36,2710,,10_scaffold_36
699,10,scaffold_279,,,10_scaffold_279
700,10,scaffold_57,2720,,10_scaffold_57
701,10,scaffold_1745,,,10_scaffold_1745
702,10,scaffold_121,311,,10_scaffold_121
703,10,scaffold_9,1154,,10_scaffold_9
704,10,scaffold_1389,492,,10_scaffold_1389
705,10,scaffold_413,3895,,10_scaffold_413
706,10,scaffold_1535,3099,,10_scaffold_1535
707,10,scaffold_952,2919,,10_scaffold_952
708,10,scaffold_150,3509,,10_scaffold_150
709,10,scaffold_495,2122,,10_scaffold_495
710,10,scaffold_1630,599,,10_scaffold_1630
711,10,scaffold_625,1662,,10_scaffold_625
712,10,scaffold_950,,,10_scaffold_950
713,10,scaffold_379,,,10_scaffold_379
714,10,scaffold_152,1760,,10_scaffold_152
715,10,scaffold_69,,,10_scaffold_69
716,10,scaffold_53,2497,,10_scaffold_53
717,10,scaffold_1340,,,10_scaffold_1340
718,89,scaffold_452,2166,,89_scaffold_452
719,89,scaffold_181,,,89_scaffold_181
720,89,scaffold_214,3015,,89_scaffold_214
721,89,scaffold_698,3094,,89_scaffold_698
722,89,scaffold_50,3099,,89_scaffold_50
723,89,scaffold_471,2103,,89_scaffold_471
724,89,scaffold_325,3532,,89_scaffold_325
725,89,scaffold_115,2512,,89_scaffold_115
726,89,scaffold_46,5318,,89_scaffold_46
727,89,scaffold_227,1423,,89_scaffold_227
728,89,scaffold_399,5176,,89_scaffold_399
729,89,scaffold_477,3581,,89_scaffold_477
730,89,scaffold_356,419,,89_scaffold_356
731,89,scaffold_653,5046,,89_scaffold_653
732,89,scaffold_36,3777,,89_scaffold_36
733,89,scaffold_125,1132,,89_scaffold_125
734,89,scaffold_60,6871,,89_scaffold_60
735,89,scaffold_186,1390,,89_scaffold_186
736,89,scaffold_6,2062,,89_scaffold_6
737,89,scaffold_336,2529,,89_scaffold_336
738,89,scaffold_483,5935,,89_scaffold_483
739,89,scaffold_925,363,,89_scaffold_925
740,89,scaffold_241,6052,,89_scaffold_241
741,89,scaffold_515,,,89_scaffold_515
742,89,scaffold_621,1706,,89_scaffold_621
743,89,scaffold_276,2505,,89_scaffold_276
744,89,scaffold_884,3141,,89_scaffold_884
745,365,c00047_NODE,2703,,365_c00047_NODE
746,286,scaffold_698,804,,286_scaffold_698
747,286,scaffold_707,,,286_scaffold_707
748,286,scaffold_891,2411,,286_scaffold_891
749,286,scaffold_310,,,286_scaffold_310
750,286,scaffold_1359,,,286_scaffold_1359
751,286,scaffold_1233,1117,,286_scaffold_1233
752,286,scaffold_907,,,286_scaffold_907
753,286,scaffold_779,,,286_scaffold_779
754,286,scaffold_314,,,286_scaffold_314
755,286,scaffold_54,,,286_scaffold_54
756,286,scaffold_1198,,,286_scaffold_1198
757,286,scaffold_701,1526,,286_scaffold_701
758,286,scaffold_353,,,286_scaffold_353
759,268,scaffold_158,,,268_scaffold_158
760,268,scaffold_365,,,268_scaffold_365
761,268,scaffold_427,,,268_scaffold_427
762,268,scaffold_280,,,268_scaffold_280
763,268,scaffold_1065,,,268_scaffold_1065
764,268,scaffold_1642,1003,,268_scaffold_1642
765,268,scaffold_139,2150,,268_scaffold_139
766,268,scaffold_2137,,,268_scaffold_2137
767,268,scaffold_1654,,,268_scaffold_1654
768,268,scaffold_349,,,268_scaffold_349
769,268,scaffold_134,1935,,268_scaffold_134
770,268,scaffold_1849,,,268_scaffold_1849
771,268,scaffold_473,,,268_scaffold_473
772,268,scaffold_21,2163,,268_scaffold_21
773,268,scaffold_56,576,,268_scaffold_56
774,268,scaffold_962,,,268_scaffold_962
775,268,scaffold_1071,,,268_scaffold_1071
776,268,scaffold_176,,,268_scaffold_176
777,268,scaffold_377,,,268_scaffold_377
778,268,scaffold_653,,,268_scaffold_653
779,268,scaffold_664,877,,268_scaffold_664
780,268,scaffold_924,,,268_scaffold_924
781,268,scaffold_1990,,,268_scaffold_1990
782,268,scaffold_797,351,,268_scaffold_797
783,268,scaffold_273,,,268_scaffold_273
784,268,scaffold_25,,,268_scaffold_25
785,268,scaffold_3,1755,,268_scaffold_3
786,268,scaffold_647,,,268_scaffold_647
787,268,scaffold_68,667,,268_scaffold_68
788,268,scaffold_651,,,268_scaffold_651
789,268,scaffold_1082,,,268_scaffold_1082
790,268,scaffold_73,2343,,268_scaffold_73
791,268,scaffold_44,3033,,268_scaffold_44
792,268,scaffold_124,,,268_scaffold_124
793,268,scaffold_1461,,,268_scaffold_1461
794,268,scaffold_530,,,268_scaffold_530
795,268,scaffold_1691,,,268_scaffold_1691
796,268,scaffold_909,,,268_scaffold_909
797,268,scaffold_288,,,268_scaffold_288
798,268,scaffold_248,,,268_scaffold_248
799,268,scaffold_737,,,268_scaffold_737
800,268,scaffold_245,1703,,268_scaffold_245
801,268,scaffold_358,,,268_scaffold_358
802,268,scaffold_85,,,268_scaffold_85
803,268,scaffold_184,1707,,268_scaffold_184
804,268,scaffold_189,1317,,268_scaffold_189
805,268,scaffold_637,,,268_scaffold_637
806,268,scaffold_491,1444,,268_scaffold_491
807,268,scaffold_884,,,268_scaffold_884
808,268,scaffold_22,3557,,268_scaffold_22
809,268,scaffold_916,,,268_scaffold_916
810,268,scaffold_1657,1454,,268_scaffold_1657
811,268,scaffold_2051,1439,,268_scaffold_2051
812,268,scaffold_1280,,,268_scaffold_1280
813,268,scaffold_283,1094,,268_scaffold_283
814,268,scaffold_196,451,,268_scaffold_196
815,268,scaffold_2103,,,268_scaffold_2103
816,268,scaffold_1813,,,268_scaffold_1813
817,185,scaffold_413,2755,,185_scaffold_413
818,185,scaffold_2,6014,,185_scaffold_2
819,185,scaffold_18,6880,,185_scaffold_18
820,185,scaffold_709,,,185_scaffold_709
821,185,scaffold_583,,,185_scaffold_583
822,185,scaffold_873,,,185_scaffold_873
823,185,scaffold_1503,2387,,185_scaffold_1503
824,185,scaffold_1046,1357,,185_scaffold_1046
825,185,scaffold_13,3492,,185_scaffold_13
826,185,scaffold_145,635,,185_scaffold_145
827,185,scaffold_50,387,,185_scaffold_50
828,185,scaffold_1519,,,185_scaffold_1519
829,185,scaffold_795,2514,,185_scaffold_795
830,185,scaffold_187,2500,,185_scaffold_187
831,185,scaffold_12,1394,,185_scaffold_12
832,185,scaffold_14,579,,185_scaffold_14
833,185,scaffold_468,1378,,185_scaffold_468
834,185,scaffold_915,,,185_scaffold_915
835,185,scaffold_695,929,,185_scaffold_695
836,185,scaffold_1079,,,185_scaffold_1079
837,185,scaffold_63,,,185_scaffold_63
838,185,scaffold_514,3099,,185_scaffold_514
839,161,scaffold_409,818,,161_scaffold_409
840,161,scaffold_2696,,,161_scaffold_2696
841,161,scaffold_327,4282,,161_scaffold_327
842,161,scaffold_1114,,,161_scaffold_1114
843,161,scaffold_958,,,161_scaffold_958
844,161,scaffold_2921,,,161_scaffold_2921
845,161,scaffold_845,,,161_scaffold_845
846,161,scaffold_2429,,,161_scaffold_2429
847,161,scaffold_893,,,161_scaffold_893
848,161,scaffold_708,5534,,161_scaffold_708
849,161,scaffold_1453,,,161_scaffold_1453
850,161,scaffold_2239,,,161_scaffold_2239
851,161,scaffold_59,,,161_scaffold_59
852,161,scaffold_1727,,,161_scaffold_1727
853,161,scaffold_1455,,,161_scaffold_1455
854,161,scaffold_528,2946,,161_scaffold_528
855,161,scaffold_1042,,,161_scaffold_1042
856,161,scaffold_1171,,,161_scaffold_1171
857,161,scaffold_1082,,,161_scaffold_1082
858,161,scaffold_1317,1144,,161_scaffold_1317
859,161,scaffold_2099,,,161_scaffold_2099
860,161,scaffold_1547,1752,,161_scaffold_1547
861,161,scaffold_951,2393,,161_scaffold_951
862,161,scaffold_1285,244,,161_scaffold_1285
863,161,scaffold_2014,2206,,161_scaffold_2014
864,161,scaffold_1038,2649,,161_scaffold_1038
865,161,scaffold_1481,,,161_scaffold_1481
866,161,scaffold_1040,742,,161_scaffold_1040
867,161,scaffold_1184,772,,161_scaffold_1184
868,161,scaffold_1838,,,161_scaffold_1838
869,161,scaffold_775,,,161_scaffold_775
870,161,scaffold_1107,1484,,161_scaffold_1107
871,161,scaffold_2590,1359,,161_scaffold_2590
872,161,scaffold_2039,,,161_scaffold_2039
873,161,scaffold_627,2868,,161_scaffold_627
874,161,scaffold_692,4162,,161_scaffold_692
875,161,scaffold_644,,,161_scaffold_644
876,161,scaffold_877,,,161_scaffold_877
877,161,scaffold_87,,,161_scaffold_87
878,161,scaffold_1437,,,161_scaffold_1437
879,161,scaffold_47,9095,,161_scaffold_47
880,161,scaffold_458,2846,,161_scaffold_458
881,161,scaffold_816,,,161_scaffold_816
882,161,scaffold_255,1518,,161_scaffold_255
883,161,scaffold_1490,,,161_scaffold_1490
884,161,scaffold_1,15289,,161_scaffold_1
885,161,scaffold_786,,,161_scaffold_786
886,161,scaffold_488,3938,,161_scaffold_488
887,161,scaffold_1535,,,161_scaffold_1535
888,161,scaffold_1428,,,161_scaffold_1428
889,161,scaffold_102,3638,,161_scaffold_102
890,161,scaffold_55,2905,,161_scaffold_55
891,161,scaffold_892,3548,,161_scaffold_892
892,161,scaffold_260,,,161_scaffold_260
893,161,scaffold_961,1817,,161_scaffold_961
894,161,scaffold_744,3861,,161_scaffold_744
895,116,scaffold_102,2204,,116_scaffold_102
896,116,scaffold_154,1846,,116_scaffold_154
897,116,scaffold_308,3430,,116_scaffold_308
898,116,scaffold_574,,,116_scaffold_574
899,116,scaffold_827,,,116_scaffold_827
900,116,scaffold_659,1155,,116_scaffold_659
901,116,scaffold_557,,,116_scaffold_557
902,116,scaffold_1054,,,116_scaffold_1054
903,116,scaffold_710,,,116_scaffold_710
904,116,scaffold_810,,,116_scaffold_810
905,116,scaffold_279,,,116_scaffold_279
906,116,scaffold_479,2453,,116_scaffold_479
907,116,scaffold_2,,,116_scaffold_2
908,116,scaffold_186,2989,,116_scaffold_186
909,116,scaffold_253,2106,,116_scaffold_253
910,116,scaffold_127,2096,,116_scaffold_127
911,116,scaffold_735,,,116_scaffold_735
912,116,scaffold_339,,,116_scaffold_339
913,116,scaffold_569,2202,,116_scaffold_569
914,116,scaffold_457,3153,,116_scaffold_457
915,116,scaffold_842,,,116_scaffold_842
916,116,scaffold_701,,,116_scaffold_701
917,116,scaffold_1029,,,116_scaffold_1029
918,116,scaffold_321,1097,,116_scaffold_321
919,116,scaffold_204,,,116_scaffold_204
920,116,scaffold_966,2360,,116_scaffold_966
921,116,scaffold_227,,,116_scaffold_227
922,116,scaffold_378,,,116_scaffold_378
923,116,scaffold_108,,,116_scaffold_108
924,116,scaffold_246,2110,,116_scaffold_246
925,116,scaffold_660,722,,116_scaffold_660
926,116,scaffold_805,,,116_scaffold_805
927,116,scaffold_162,,,116_scaffold_162
928,116,scaffold_1060,,,116_scaffold_1060
929,116,scaffold_45,1517,,116_scaffold_45
930,116,scaffold_431,979,,116_scaffold_431
931,116,scaffold_223,2166,,116_scaffold_223
932,116,scaffold_1170,,,116_scaffold_1170
933,116,scaffold_176,,,116_scaffold_176
934,116,scaffold_918,,,116_scaffold_918
935,116,scaffold_1039,,,116_scaffold_1039
936,116,scaffold_11,4403,,116_scaffold_11
937,116,scaffold_516,,,116_scaffold_516
938,116,scaffold_91,,,116_scaffold_91
939,28,scaffold_90,4884,,28_scaffold_90
940,28,scaffold_1869,1560,,28_scaffold_1869
941,28,scaffold_208,1052,,28_scaffold_208
942,28,scaffold_439,518,,28_scaffold_439
943,28,scaffold_782,,,28_scaffold_782
944,28,scaffold_1175,739,,28_scaffold_1175
945,28,scaffold_3,2124,,28_scaffold_3
946,28,scaffold_616,,,28_scaffold_616
947,28,scaffold_279,,,28_scaffold_279
948,320,scaffold_37,,,320_scaffold_37
949,22,scaffold_176,1768,,22_scaffold_176
950,22,scaffold_46,5499,,22_scaffold_46
951,22,scaffold_101,6348,,22_scaffold_101
952,22,scaffold_406,7005,,22_scaffold_406
953,22,scaffold_538,5804,,22_scaffold_538
954,22,scaffold_1113,1565,,22_scaffold_1113
955,22,scaffold_92,1611,,22_scaffold_92
956,22,scaffold_271,,,22_scaffold_271
957,22,scaffold_718,1185,,22_scaffold_718
958,22,scaffold_565,3220,,22_scaffold_565
959,22,scaffold_926,,,22_scaffold_926
960,22,scaffold_185,3735,,22_scaffold_185
961,22,scaffold_913,,,22_scaffold_913
962,22,scaffold_151,361,,22_scaffold_151
963,22,scaffold_144,9110,,22_scaffold_144
964,22,scaffold_379,737,,22_scaffold_379
965,22,scaffold_532,4139,,22_scaffold_532
966,22,scaffold_318,2748,,22_scaffold_318
967,22,scaffold_455,788,,22_scaffold_455
968,22,scaffold_196,4384,,22_scaffold_196
969,22,scaffold_116,9555,,22_scaffold_116
970,22,scaffold_595,,,22_scaffold_595
971,22,scaffold_980,,,22_scaffold_980
972,159,scaffold_314,,,159_scaffold_314
973,159,scaffold_105,755,,159_scaffold_105
974,159,scaffold_607,818,,159_scaffold_607
975,159,scaffold_1143,,,159_scaffold_1143
976,159,scaffold_402,2209,,159_scaffold_402
977,159,scaffold_321,7334,,159_scaffold_321
978,159,scaffold_711,,,159_scaffold_711
979,159,scaffold_500,1877,,159_scaffold_500
980,159,scaffold_428,377,,159_scaffold_428
981,159,scaffold_468,2969,,159_scaffold_468
982,159,scaffold_33,2007,,159_scaffold_33
983,159,scaffold_748,1425,,159_scaffold_748
984,159,scaffold_523,4084,,159_scaffold_523
985,159,scaffold_195,2797,,159_scaffold_195
986,159,scaffold_103,1526,,159_scaffold_103
987,159,scaffold_255,1465,,159_scaffold_255
988,159,scaffold_11,2517,,159_scaffold_11
989,159,scaffold_8,4641,,159_scaffold_8
990,159,scaffold_470,1214,,159_scaffold_470
991,159,scaffold_503,2316,,159_scaffold_503
992,159,scaffold_163,1998,,159_scaffold_163
993,159,scaffold_7,2216,,159_scaffold_7
994,159,scaffold_128,2034,,159_scaffold_128
995,159,scaffold_671,269,,159_scaffold_671
996,159,scaffold_497,993,,159_scaffold_497
997,159,scaffold_303,465,,159_scaffold_303
998,159,scaffold_41,7709,,159_scaffold_41
999,159,scaffold_20,4273,,159_scaffold_20
1000,159,scaffold_232,3326,,159_scaffold_232
1001,159,scaffold_933,,,159_scaffold_933
1002,124,scaffold_1,,,124_scaffold_1
1003,124,scaffold_1283,,,124_scaffold_1283
1004,124,scaffold_20,8317,,124_scaffold_20
1005,124,scaffold_973,,,124_scaffold_973
1006,124,scaffold_116,4657,,124_scaffold_116
1007,124,scaffold_1508,,,124_scaffold_1508
1008,124,scaffold_453,4280,,124_scaffold_453
1009,124,scaffold_234,,,124_scaffold_234
1010,124,scaffold_1418,2345,,124_scaffold_1418
1011,124,scaffold_7,2727,,124_scaffold_7
1012,124,scaffold_656,4614,,124_scaffold_656
1013,124,scaffold_470,4758,,124_scaffold_470
1014,124,scaffold_138,3457,,124_scaffold_138
1015,124,scaffold_1186,,,124_scaffold_1186
1016,124,scaffold_1774,,,124_scaffold_1774
1017,124,scaffold_830,1124,,124_scaffold_830
1018,124,scaffold_33,4340,,124_scaffold_33
1019,124,scaffold_28,7164,,124_scaffold_28
1020,124,scaffold_94,2996,,124_scaffold_94
1021,124,scaffold_525,,,124_scaffold_525
1022,124,scaffold_335,2328,,124_scaffold_335
1023,124,scaffold_589,,,124_scaffold_589
1024,124,scaffold_265,4293,,124_scaffold_265
1025,124,scaffold_2183,,,124_scaffold_2183
1026,124,scaffold_2,,,124_scaffold_2
1027,153,scaffold_150,,,153_scaffold_150
1028,153,scaffold_526,,,153_scaffold_526
1029,153,scaffold_24,,,153_scaffold_24
1030,153,scaffold_403,1049,,153_scaffold_403
1031,153,scaffold_104,1663,,153_scaffold_104
1032,153,scaffold_112,488,,153_scaffold_112
1033,153,scaffold_149,,,153_scaffold_149
1034,153,scaffold_26,7143,,153_scaffold_26
1035,153,scaffold_2,7676,,153_scaffold_2
1036,153,scaffold_55,,,153_scaffold_55
1037,153,scaffold_234,,,153_scaffold_234
1038,153,scaffold_122,1220,,153_scaffold_122
1039,153,scaffold_143,,,153_scaffold_143
1040,153,scaffold_657,,,153_scaffold_657
1041,153,scaffold_373,,,153_scaffold_373
1042,153,scaffold_38,5247,,153_scaffold_38
1043,153,scaffold_412,,,153_scaffold_412
1044,153,scaffold_42,,,153_scaffold_42
1045,153,scaffold_265,,,153_scaffold_265
1046,153,scaffold_482,1624,,153_scaffold_482
1047,153,scaffold_629,,,153_scaffold_629
1048,153,scaffold_65,,,153_scaffold_65
1049,153,scaffold_132,,,153_scaffold_132
1050,153,scaffold_27,,,153_scaffold_27
1051,153,scaffold_188,,,153_scaffold_188
1052,376,scaffold_750,2502,,376_scaffold_750
1053,376,scaffold_68,3406,,376_scaffold_68
1054,376,scaffold_100,3451,,376_scaffold_100
1055,376,scaffold_784,2157,,376_scaffold_784
1056,376,scaffold_5,7021,,376_scaffold_5
1057,376,scaffold_46,691,,376_scaffold_46
1058,376,scaffold_398,1390,,376_scaffold_398
1059,376,scaffold_1028,,,376_scaffold_1028
1060,376,scaffold_318,5078,,376_scaffold_318
1061,376,scaffold_441,3403,,376_scaffold_441
1062,376,scaffold_355,862,,376_scaffold_355
1063,376,scaffold_112,4517,,376_scaffold_112
1064,376,scaffold_127,1169,,376_scaffold_127
1065,376,scaffold_474,978,,376_scaffold_474
1066,376,scaffold_213,2599,,376_scaffold_213
