Assembly,estimated_coverage,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# total reads,# left,# right,Mapped (%),Properly paired (%),Avg. coverage depth,Coverage >= 1x (%),# N's per 100 kbp,genes,mRNA,tRNA,ncRNA,rRNA,avg_gene_length,BGC_count,kc_proportion,BGC_types,total_BGC_length,BGC_mean_length,BGC_median_length,contig_edge_proportion,average_min_cosine_score,GCC min > 0.4,novelty score,Query,Accession,Identity,Bitscore,E-value,Subject Name,BUSCO - C,BUSCO - S,BUSCO - D,BUSCO - F,BUSCO - M,isolate_class,isolate_order,isolate_family,isolate_genus,Host_ID,Host_location,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Photobiont,Growth_form,Macroclimate
37,8.24,26428,10033,199,3,0,0,29023267,20178558,1224599,33170,0,0,17985,11829,25839079,48.64,1784,1077,4609,9264,2235547,1113510,1113510,91.1,88.87,10,99.98,1.2,0,0,0,0,0,0,2,0.5,T1PKS,14508,7254,7254,1,0.0225238,0.0225238,0.308961451,NODE_6220_length_1474_cov_29.934670|F,NR_169681,83.249,346,4.97E-95,Antrelloides atroceracea AD AD-C 55811 Holotype ITS region; from TYPE material,,,,,,Pezizomycetes,Pezizales,Pezizaceae,Antrelloides,427,Lewis Pass,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Bunodophoron,ramuliferum,Green,Fruticose,"Cool, humid"
38,23.01,4683,3706,2338,1521,445,59,43915349,43433523,39817343,33863878,16706531,3728373,4084,113187,43712442,46.52,20078,10886,675,1418,6403606,3196430,3196430,99.57,98.08,20,99.99,0.73,11046,10764,282,0,0,1550.25,13,0.08,"T1PKS, terpene, NRPS, NRPS-like",332660,25589.23,30331,1,0.068786784,0.068786784,2.604712229,NODE_3607_length_1125_cov_39.570140|F,NR_166236,80.435,165,6.65E-41,Gyromitra anthracobia LIP 0001407 ITS region; from TYPE material,1213 (92.45%),1189 (90.62%),24 (1.83%),73 (5.56%),26 (1.98%),Pezizomycetes,Pezizales,Discinaceae,Gyromitra,427,Lewis Pass,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Bunodophoron,ramuliferum,Green,Fruticose,"Cool, humid"
39,8.45,51409,19040,385,14,0,0,55194910,37803683,2433991,173277,0,0,34535,19245,48869199,49.31,1724,1054,8859,17918,2364776,1175758,1175758,92.66,84.17,6,99.97,5.48,12893,12774,119,0,0,745.09,3,0,"NRPS-like, NRPS",17867,5955.67,6316,1,0.050724638,0.050724638,0.934415888,NODE_49337_length_296_cov_8.798817|F|ITS2,NR_154034,96.875,54.7,3.39E-08,Dictyospora thailandica MFLU 17-0500 ITS region; from TYPE material,393 (29.95%),393 (29.95%),0 (0.0%),456 (34.76%),463 (35.29%),Dothideomycetes,Tubeufiales,Tubeufiaceae,Dictyospora,435,Lewis Pass,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus,stereocauloides,Green,Fruticose,"Cool, humid"
40,12.84,37397,18355,2015,177,0,0,60926686,51012860,14225614,2176212,0,0,26794,23076,57029226,49.2,3014,1679,5745,12062,3586585,1785133,1785133,97.19,92.68,8,99.98,3.61,17567,17409,158,0,0,1067.53,21,0.1,"indole, T1PKS, NRPS-like, NRPS",184993,8809.19,8314,1,0.040276488,0.040276488,1.309104869,NODE_24416_length_594_cov_9.089936|F,NR_120217,89.354,324,9.23E-89,Plectania zugazae MA Fungi 53068 ITS region; from TYPE material,878 (66.92%),873 (66.54%),5 (0.38%),345 (26.3%),89 (6.78%),Pezizomycetes,Pezizales,Sarcosomataceae,Plectania,435,Lewis Pass,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus,stereocauloides,Green,Fruticose,"Cool, humid"
41,16.48,7669,5107,2779,1355,176,12,41008469,40123702,33621545,23375288,5810075,645670,5700,57684,40552559,49.15,11623,6579,1067,2221,4592655,2293727,2293727,99.59,97.06,16,99.99,5.64,12038,11845,193,0,0,1521.98,81,0.15,"indole, T3PKS, NRPS-like, terpene, T1PKS, NRPS",1286784,15886.22,14402,1,0.062540754,0.062540754,2.24256879,NODE_4746_length_1490_cov_128.781185|F,NR_153514,91.224,656,0,Amphirosellinia fushanensis HAST 91111209 ITS region; from TYPE material,1215 (92.61%),1213 (92.45%),2 (0.15%),67 (5.11%),30 (2.29%),Sordariomycetes,Xylariales,Xylariaceae,Amphirosellinia,435,Lewis Pass,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus,stereocauloides,Green,Fruticose,"Cool, humid"
42,17.49,10207,6900,3120,1089,41,0,42529838,41101894,30559821,16339505,1217309,0,7976,42598,41880598,49.86,8049,4718,1606,3295,4829312,2412415,2412415,99.32,96.72,16,99.99,8.64,12551,12428,123,0,0,1508.29,69,0.13,"indole, T3PKS, NRPS-like, terpene, T1PKS, NRPS",1022022,14811.91,14202,1,0.058735059,0.058735059,2.064420154,,,,,,,1231 (93.83%),1227 (93.52%),4 (0.3%),62 (4.73%),19 (1.45%),unidentified,unidentified,unidentified,unidentified,435,Lewis Pass,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus,stereocauloides,Green,Fruticose,"Cool, humid"
43,2.63,43484,5788,2,0,0,0,26322308,8188097,11216,0,0,0,20760,5756,18587702,52.01,929,684,6936,12789,728379,363759,363759,71.71,66.03,4,99.97,23.82,8785,8762,23,0,0,647.34,0,0,,0,0,0,0,0,0,0,NODE_304_length_2236_cov_64.713434|F|ITS1,NR_155170,88.235,60.2,8.62E-09,Helminthosporium aquaticum HKAS 89692 ITS region; from TYPE material,141 (10.75%),141 (10.75%),0 (0.0%),437 (33.31%),734 (55.95%),Dothideomycetes,Pleosporales,Massarinaceae,Helminthosporium,436,Kiwi burn Southland,Lecanoromycetes,Peltigerales,Lobariaceae,Crocodia,rubella,Tripartite,Foliose,"Cool, sub-humid"
44,8.17,1086,31,4,0,0,0,360589,84244,24513,0,0,0,51,7378,97875,50.59,3011,1455,11,23,40095,20038,20038,56.88,56.61,32,99.89,61.3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,436,Kiwi burn Southland,Lecanoromycetes,Peltigerales,Lobariaceae,Crocodia,rubella,Tripartite,Foliose,"Cool, sub-humid"
45,43.25,2636,1481,1093,876,498,203,35894261,35455993,34436697,32848013,26367844,16027812,1711,272575,35613758,54.08,45019,24624,241,512,11819436,5905730,5905730,99.85,96.98,47,99.99,8.09,11121,11002,119,0,0,1500.97,44,0.25,"indole, T3PKS, NRPS-like, terpene, T1PKS, NRPS",1588109,36093.39,38157.5,0.8,0.052448333,0.052448333,2.357424827,NODE_1259_length_2808_cov_80.927266|F,NR_160318,96.683,1020,0,Paecilomyces hepiali CGMCC 3.17103 ITS region; from TYPE material,1219 (92.91%),1210 (92.23%),9 (0.69%),61 (4.65%),32 (2.44%),Eurotiomycetes,Eurotiales,Thermoascaceae,Paecilomyces,436,Kiwi burn Southland,Lecanoromycetes,Peltigerales,Lobariaceae,Crocodia,rubella,Tripartite,Foliose,"Cool, sub-humid"
46,1.57,38930,525,0,0,0,0,15542128,650056,0,0,0,0,8277,4475,5655373,53.42,663,568,3305,5616,418799,209095,209095,33.32,29.77,3,99.97,26.28,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_51_length_1489_cov_53.239888|F,NR_159858,99.156,427,5.15E-120,Gelasinospora brevispora CBS 547.94 ITS region; from TYPE material,22 (1.7%),22 (1.7%),0,219 (16.7%),1071 (81.6%),Sordariomycetes,Sordariales,Sordariaceae,Gelasinospora,436,Kiwi burn Southland,Lecanoromycetes,Peltigerales,Lobariaceae,Crocodia,rubella,Tripartite,Foliose,"Cool, sub-humid"
47,40.71,2721,2288,1626,1170,437,100,35498453,35286529,33462710,30134770,18263876,6790590,2460,172936,35409105,54.13,25842,14358,415,876,11115084,5554076,5554076,99.84,97.47,44,99.99,1.47,11137,11018,119,0,0,1496.81,47,0.23,"indole, T3PKS, NRPS-like, terpene, T1PKS, NRPS",1228466,26137.57,25918,0.98,0.063487699,0.063487699,2.347704193,NODE_1976_length_2530_cov_80.575947|F,NR_160318,99.399,905,0,Paecilomyces hepiali CGMCC 3.17103 ITS region; from TYPE material,1223 (93.22%),1215 (92.61%),8 (0.61%),54 (4.12%),35 (2.67%),Eurotiomycetes,Eurotiales,Thermoascaceae,Paecilomyces,436,Kiwi burn Southland,Lecanoromycetes,Peltigerales,Lobariaceae,Crocodia,rubella,Tripartite,Foliose,"Cool, sub-humid"
48,19.85,18650,7139,3268,1301,80,1,46702950,44181167,33839582,19988875,2447248,51035,8394,51035,45064903,48.64,8854,5014,1572,3260,5516411,2752891,2752891,99.42,95.93,17,99.99,7.1,13789,13543,246,0,0,1537.54,111,0.17,"indole, fungal-RiPP, T3PKS, NRPS-like, terpene, T1PKS, NRPS",1430229,12884.95,11525,1,0.0603217,0.0603217,2.05212742,NODE_4603_length_3130_cov_200.912846|F,NR_153510,95.984,806,0,Anthostomelloides leucospermi ITS region; from TYPE material,1240 (94.51%),1237 (94.28%),3 (0.23%),56 (4.27%),16 (1.22%),Sordariomycetes,Xylariales,Xylariales incertae sedis,Anthostomelloides,436,Kiwi burn Southland,Lecanoromycetes,Peltigerales,Lobariaceae,Crocodia,rubella,Tripartite,Foliose,"Cool, sub-humid"
49,0.54,7131,19,0,0,0,0,1875280,34446,0,0,0,0,70,4217,65859,48.27,1033,581,18,40,132620,66192,66192,17.19,16.4,30,99.99,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_64_length_518_cov_1.524838|F|ITS2,NR_158836,98.176,575,1.24E-164,Peziza fruticosa AMB 17135 ITS region; from TYPE material,,,,,,Pezizomycetes,Pezizales,Pezizaceae,Peziza,436,Kiwi burn Southland,Lecanoromycetes,Peltigerales,Lobariaceae,Crocodia,rubella,Tripartite,Foliose,"Cool, sub-humid"
50,38.43,2338,1963,1447,1070,481,130,35526935,35344413,33957298,31155281,21258449,9331782,2115,176137,35453360,54.1,30349,17773,354,733,10512586,5253280,5253280,99.87,98.83,41,99.99,2.06,11188,11070,118,0,0,1478.84,46,0.22,"indole, T3PKS, NRPS-like, terpene, T1PKS, NRPS",1382099,30045.63,29115.5,0.91,0.062730658,0.062730658,2.411613042,NODE_1781_length_1913_cov_91.491601|F,NR_160318,98.798,889,0,Paecilomyces hepiali CGMCC 3.17103 ITS region; from TYPE material,1216 (92.68%),1209 (92.15%),7 (0.53%),63 (4.8%),33 (2.52%),Eurotiomycetes,Eurotiales,Thermoascaceae,Paecilomyces,436,Kiwi burn Southland,Lecanoromycetes,Peltigerales,Lobariaceae,Crocodia,rubella,Tripartite,Foliose,"Cool, sub-humid"
51,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,436,Kiwi burn Southland,Lecanoromycetes,Peltigerales,Lobariaceae,Crocodia,rubella,Tripartite,Foliose,"Cool, sub-humid"
52,1.5,35870,1097,0,0,0,0,14897898,1376588,0,0,0,0,8858,3792,6533527,55.27,727,594,3346,5848,405473,202697,202697,42.01,39.57,3,99.93,64.15,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_22988_length_280_cov_12.426667|F|ITS2,NR_165594,89.726,182,1.37E-46,Cladorrhinum intermedium CBS 433.96 ITS region; from TYPE material,45 (3.4%),45 (3.4%),0,286 (21.8%),981 (74.8%),Sordariomycetes,Sordariales,Podosporaceae,Cladorrhinum,164,Gilberd Bush,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,sp.,Green,Fruticose,"Mild, sub-humid"
53,12.33,16048,10052,1446,104,0,0,34223630,30857632,10013835,1248593,0,0,13239,19048,33166671,53.61,3533,2076,3017,6053,3370201,1684519,1684519,97.48,96.93,13,99.99,3.8,10649,10499,150,0,0,1359.46,13,0.15,"T1PKS, NRPS-like, NRPS",116619,8970.69,8371,1,0.023216948,0.023216948,1.392733037,NODE_6771_length_1845_cov_52.151339|F,NR_077131,99.138,418,3.07E-117,Neurospora terricola FGSC 1889 ITS region; from TYPE material,1098 (83.69%),1096 (83.54%),2 (0.15%),168 (12.8%),46 (3.51%),Sordariomycetes,Sordariales,Sordariaceae,Neurospora,164,Gilberd Bush,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,sp.,Green,Fruticose,"Mild, sub-humid"
54,4.7,29662,9192,35,0,0,0,26776872,15532748,209039,0,0,0,19673,8624,23005987,54.94,1336,876,5704,11033,1281911,640501,640501,84.27,82.17,6,99.98,8.3,8635,8598,37,0,0,902.76,1,0,T1PKS,6133,6133,6133,1,0.00862069,0.00862069,0.8606439,NODE_14683_length_682_cov_10.848649|F,NR_077131,99.556,411,5.21E-115,Neurospora terricola FGSC 1889 ITS region; from TYPE material,412 (31.4%),412 (31.4%),0 (0.0%),520 (39.63%),380 (28.96%),Sordariomycetes,Sordariales,Sordariaceae,Neurospora,166,Gilberd Bush,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,sp.,Tripartite,Fruticose,"Mild, sub-humid"
55,2.74,51007,881,8,0,0,0,16575949,1222446,49617,0,0,0,8381,8311,6147145,50.14,709,584,3133,5534,750274,372817,372817,48.55,44.65,6,99.9,86.87,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_21320_length_309_cov_16.000000|F|ITS2,NR_160237,98.592,126,2.60E-30,Houjia yanglingensis CBS 125225 ITS region; from TYPE material,37 (2.8%),37 (2.8%),0,199 (15.2%),1076 (82.0%),Dothideomycetes,Mycosphaerellales,Phaeothecoidiellaceae,Houjia,166,Gilberd Bush,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,sp.,Tripartite,Fruticose,"Mild, sub-humid"
56,0.55,14551,70,3,0,0,0,3833593,127594,19428,0,0,0,658,6650,488640,51.63,660,553,220,425,152758,75873,75873,33.06,29.72,12,99.9,63.44,,,,,,,0,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,166,Gilberd Bush,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,sp.,Tripartite,Fruticose,"Mild, sub-humid"
57,1.22,32283,222,0,0,0,0,11650765,262933,0,0,0,0,5023,3357,3332557,54.63,646,562,2062,3449,330052,165020,165020,24.8,23.35,3,99.92,75.68,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_23615_length_251_cov_14.137755|F|ITS1,NR_121350,86.364,182,1.58E-46,Nemania abortiva ATCC MYA-4108 ITS region; from TYPE material,11 (0.8%),11 (0.8%),0,159 (12.1%),1142 (87.1%),Sordariomycetes,Xylariales,Xylariaceae,Nemania,166,Gilberd Bush,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,sp.,Tripartite,Fruticose,"Mild, sub-humid"
58,0.64,12423,49,4,0,0,0,3801625,100512,22102,0,0,0,664,6186,475194,52.78,636,545,233,437,147832,73804,73804,15.59,14.04,6,99.88,113.64,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_58_length_953_cov_10.048998|F|ITS2,NR_137730,91.391,204,2.83E-53,Preussia persica CBS 117680 ITS region; from TYPE material,,,,,,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,168,Kaitoke,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,Fruticose,"Warm, sub-humid"
59,1.95,38849,1520,4,0,0,0,17063227,1939507,27114,0,0,0,10915,8241,8235840,59.3,748,603,4071,7152,490713,245151,245151,47.89,44.98,3,99.94,52.24,5422,5409,13,0,0,571.76,0,0,,0,0,0,0,0,0,0,NODE_26045_length_285_cov_22.300000|F,NR_144817,98.571,496,8.49E-141,Chaetomium rectangulare IRAN 1641C ITS region; from TYPE material,44 (3.35%),44 (3.35%),0 (0.0%),310 (23.63%),958 (73.02%),Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,168,Kaitoke,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,Fruticose,"Warm, sub-humid"
60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,173,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,celastri,Green,Fruticose,"Mild, sub-humid"
61,2.67,31898,4100,3,0,0,0,18528435,5824985,17039,0,0,0,14097,6033,12801604,53.08,945,693,4693,8659,721476,360393,360393,68.93,66.49,5,99.95,43.98,5756,5746,10,0,0,680.56,0,0,,0,0,0,0,0,0,0,NODE_3706_length_1040_cov_58.357360|F|ITS2,NR_163675,99.387,296,5.00E-81,Penicillium terrenum CBS 313.67 ITS region; from TYPE material,155 (11.81%),155 (11.81%),0 (0.0%),424 (32.32%),733 (55.87%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,173,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,celastri,Green,Fruticose,"Mild, sub-humid"
62,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,173,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,celastri,Green,Fruticose,"Mild, sub-humid"
63,0.62,14458,24,2,0,0,0,4495007,41865,10705,0,0,0,994,5644,626303,56,592,537,414,692,169210,84597,84597,12.45,12.05,4,99.96,31.93,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_26_length_985_cov_25.795699|F|ITS2,NR_163675,99.387,296,5.00E-81,Penicillium terrenum CBS 313.67 ITS region; from TYPE material,,,,,,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,174,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,sp.,undetermined,Foliose,"Mild, sub-humid"
64,2.17,42631,1251,1,0,0,0,17820948,1580115,6170,0,0,0,10989,6170,8015543,52.29,717,588,4182,7284,586521,292237,292237,44.01,40.22,4,99.89,102.93,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_116_length_1614_cov_40.567672|F,NR_159858,97.239,551,1.08E-156,Gelasinospora brevispora CBS 547.94 ITS region; from TYPE material,32 (2.4%),32 (2.4%),0,233 (17.8%),1047 (79.8%),Sordariomycetes,Sordariales,Sordariaceae,Gelasinospora,174,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,sp.,undetermined,Foliose,"Mild, sub-humid"
65,13.83,4179,3362,2010,1070,178,10,30820802,30404785,26673911,19886779,6146384,638724,3715,80222,30659317,56.45,13725,7740,683,1422,3728200,1861194,1861194,99.4,97.73,16,99.99,5.56,11135,10892,243,0,0,1446.79,28,0.25,"indole, T3PKS, NRPS-like, terpene, T1PKS, NRPS",542130,19361.79,18884,0.96,0.078541812,0.078541812,2.056397143,NODE_3150_length_1429_cov_52.697389|F|ITS2,NR_137790,99.338,274,2.15E-74,Chaetomium acropullum CBS 114580 ITS region; from TYPE material,1177 (89.71%),1174 (89.48%),3 (0.23%),94 (7.16%),41 (3.12%),Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,174,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,sp.,undetermined,Foliose,"Mild, sub-humid"
66,10.48,19424,11942,1369,96,1,0,37602321,33305630,9414900,1143932,30907,0,16150,30907,36366488,50.53,3075,1797,3645,7536,2877315,1438404,1438404,97.21,96.47,10,99.99,6.74,14884,14836,48,0,0,1294.75,60,0.15,"indole, T1PKS, NRPS-like, NRPS",533943,8899.05,8142.5,1,0.051386912,0.051386912,1.409800386,NODE_10261_length_1264_cov_28.403694|F,NR_157477,92.091,789,0,Periconia epilithographicola CBS 144017 ITS region; from TYPE material,1072 (81.71%),1066 (81.25%),6 (0.46%),184 (14.02%),56 (4.27%),Dothideomycetes,Pleosporales,Periconiaceae,Periconia,174,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,sp.,undetermined,Foliose,"Mild, sub-humid"
67,26.85,8792,6718,1835,401,7,0,29150793,27983786,15310463,5453662,200043,0,7832,36901,28791373,50.13,5315,3070,1658,3433,7381288,3689315,3689315,99.48,99.25,36,99.99,2.18,10793,10719,74,0,0,1498.44,53,0.23,"indole, NRPS-like, siderophore, T1PKS, betalactone, NRPS",679859,12827.53,11928,1,0.052120111,0.052120111,1.626357388,NODE_6578_length_1077_cov_68.629474|F|ITS2,NR_163679,100,302,1.08E-82,Penicillium radiatolobatum CBS 340.79 ITS region; from TYPE material,1254 (95.58%),1248 (95.12%),6 (0.46%),47 (3.58%),11 (0.84%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,174,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,sp.,undetermined,Foliose,"Mild, sub-humid"
68,24.32,10521,7400,1449,227,3,0,27621288,25894263,11112992,2905962,80325,0,9008,29154,27066487,50.48,4212,2455,1979,4075,6659244,3327977,3327977,99.23,98.87,33,99.99,2.88,10536,10483,53,0,0,1448.02,34,0.12,"indole, siderophore, NRPS-like, T1PKS, NRPS",377108,11091.41,10212.5,1,0.046720767,0.046720767,1.696546579,NODE_5718_length_1667_cov_37.763636|F,NR_163679,94.737,774,0,Penicillium radiatolobatum CBS 340.79 ITS region; from TYPE material,1243 (94.74%),1236 (94.21%),7 (0.53%),58 (4.42%),11 (0.84%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,174,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,sp.,undetermined,Foliose,"Mild, sub-humid"
69,21.4,8831,6705,1942,453,9,0,30037071,28856586,16464204,6187763,261468,0,7806,37748,29653960,50.03,5575,3179,1632,3390,5875221,2935180,2935180,99.36,98.96,27,99.99,2.66,11125,11039,86,0,0,1472.72,49,0.24,"indole, NRPS-like, terpene, T1PKS, betalactone, NRPS",651233,13290.47,11357,1,0.062427868,0.062427868,1.645000591,NODE_6583_length_1068_cov_51.162593|F,NR_138358,99.458,671,0.00E+00,Penicillium murcianum CBS 161.81 ITS region; from TYPE material,1254 (95.58%),1249 (95.2%),5 (0.38%),43 (3.28%),15 (1.14%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,174,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,sp.,undetermined,Foliose,"Mild, sub-humid"
70,15.29,16418,9996,1398,103,2,0,33947320,30471469,9648996,1288422,61133,0,13195,31194,32754749,52.05,3511,2055,3007,6035,4204179,2101343,2101343,98.55,97.91,17,99.99,5.15,12006,11884,122,0,0,1462.99,27,0.11,"T1PKS, NRPS-like, NRPS",304175,11265.74,9233,1,0.029608633,0.029608633,1.504792533,NODE_16085_length_287_cov_17.218750|F|ITS2,NR_165594,89.726,182,1.37E-46,Cladorrhinum intermedium CBS 433.96 ITS region; from TYPE material,1140 (86.89%),1137 (86.66%),3 (0.23%),131 (9.98%),41 (3.12%),Sordariomycetes,Sordariales,Podosporaceae,Cladorrhinum,174,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,sp.,undetermined,Foliose,"Mild, sub-humid"
71,12.5,8474,6571,2265,610,12,0,32606717,31505966,20073281,8507762,359073,0,7671,42039,32302573,56.56,6460,3640,1577,3235,3362035,1680716,1680716,99.24,98.59,14,99.98,8.43,11615,11490,125,0,0,1463.68,58,0.17,"indole, NRPS-like, terpene, T1PKS, NRPS",718296,12384.41,10624.5,1,0.041398967,0.041398967,1.747771181,NODE_5762_length_1512_cov_28.789892|F,NR_159782,94.904,987,0.00E+00,Chaetomium nepalense CBS 288.83 ITS region; from TYPE material,1167 (88.95%),1164 (88.72%),3 (0.23%),100 (7.62%),45 (3.43%),Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,174,Ataturk Park/Reserve (MTB),Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,sp.,undetermined,Foliose,"Mild, sub-humid"
72,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,175,Ataturk Park/Reserve (MTB),Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Mild, sub-humid"
73,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,175,Ataturk Park/Reserve (MTB),Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Mild, sub-humid"
74,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,175,Ataturk Park/Reserve (MTB),Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Mild, sub-humid"
75,2.2,42115,838,2,1,0,0,16681730,1033241,16377,10168,0,0,9195,10168,6500749,53.16,691,580,3586,6168,593791,296607,296607,36.43,34.26,4,99.92,76.91,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_660_length_1049_cov_55.029175|F|ITS2,NR_168777,98.658,263,4.54E-71,Sordaria tenerifae CBS 264.86 ITS region; from TYPE material,,,,,,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,176,Ataturk Park/Reserve (Beach),unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,Crustose,"Mild, sub-humid"
76,20.57,8950,6360,2752,882,19,0,36804198,35464909,25698960,12434524,602654,0,7585,43149,36348079,52.69,7680,4478,1537,3082,5581678,2788835,2788835,99.44,98.51,21,99.99,5.04,10122,9867,255,0,0,1494.33,17,0.12,"indole, NRPS-like, terpene, T1PKS, NRPS",234762,13809.53,12131,1,0.015079683,0.015079683,1.892081459,NODE_5672_length_1489_cov_106.951542|F,NR_159858,99.556,411,5.27E-115,Gelasinospora brevispora CBS 547.94 ITS region; from TYPE material,1221 (93.06%),1219 (92.91%),2 (0.15%),67 (5.11%),24 (1.83%),Sordariomycetes,Sordariales,Sordariaceae,Gelasinospora,176,Ataturk Park/Reserve (Beach),unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,Crustose,"Mild, sub-humid"
77,3.29,19299,669,4,1,0,0,7722216,969339,32431,15444,0,0,3957,15444,3153312,39.33,774,608,1366,2522,734813,366597,366597,71.39,70.2,21,99.93,52.33,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_28_length_2491_cov_577.833744|F|ITS2,NR_152948,100,322,8.89E-89,Mucor hiemalis f. hiemalis CBS 201.65 ITS region; from TYPE material,,,,,,Mucoromycetes,Mucorales,Mucoraceae,Mucor,178,Ataturk Park/Reserve (Beach),Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,sp.,undetermined,Foliose,"Mild, sub-humid"
