,bgc,min.cosine,genome,BiG-SLiCE class
374,lichen_113.scaffold_63.region001,0.074292477,lichen_113,class-Polyketide
375,lichen_113.scaffold_645.region001,0.00422833,lichen_113,class-Polyketide
376,lichen_113.scaffold_697.region001,0.021276596,lichen_113,class-Polyketide
377,lichen_113.scaffold_727.region001,0.0,lichen_113,class-Polyketide
378,lichen_113.scaffold_733.region001,0.108695652,lichen_113,class-NRP
379,lichen_113.scaffold_74.region001,0.056305101,lichen_113,class-Polyketide
380,lichen_113.scaffold_787.region001,0.0,lichen_113,class-NRP
381,lichen_113.scaffold_793.region001,0.040676427,lichen_113,class-Polyketide
382,lichen_113.scaffold_81.region001,0.081818182,lichen_113,class-NRP
383,lichen_114.scaffold_10.region001,0.060682635,lichen_114,class-Polyketide
384,lichen_114.scaffold_1064.region001,0.072975189,lichen_114,class-NRP
385,lichen_114.scaffold_143.region001,0.004950495,lichen_114,class-NRP
386,lichen_114.scaffold_153.region001,0.118700738,lichen_114,class-Polyketide
387,lichen_114.scaffold_16.region001,0.066341815,lichen_114,class-Polyketide
388,lichen_114.scaffold_179.region001,0.059286028,lichen_114,class-Polyketide
389,lichen_114.scaffold_18.region001,0.050235293,lichen_114,class-Polyketide
390,lichen_114.scaffold_180.region001,0.11498518,lichen_114,class-NRP
391,lichen_114.scaffold_20.region001,0.081402687,lichen_114,class-NRP
392,lichen_114.scaffold_204.region001,0.014705882,lichen_114,class-Terpene
393,lichen_114.scaffold_213.region001,0.1172219,lichen_114,class-NRP
394,lichen_114.scaffold_234.region001,0.193548387,lichen_114,class-Other
395,lichen_114.scaffold_242.region001,0.116547791,lichen_114,class-Terpene
396,lichen_114.scaffold_256.region001,0.002028398,lichen_114,class-Polyketide
397,lichen_114.scaffold_302.region001,0.109277445,lichen_114,class-Polyketide
398,lichen_114.scaffold_303.region001,0.161856089,lichen_114,class-NRP
399,lichen_114.scaffold_305.region001,0.025309515,lichen_114,class-NRP
400,lichen_114.scaffold_31.region001,0.040724034,lichen_114,class-Polyketide
401,lichen_114.scaffold_391.region001,0.182377873,lichen_114,class-NRP
402,lichen_114.scaffold_450.region001,0.061423652,lichen_114,class-NRP
403,lichen_114.scaffold_453.region001,0.106685182,lichen_114,class-Terpene
404,lichen_114.scaffold_48.region001,0.037593985,lichen_114,class-Terpene
405,lichen_114.scaffold_49.region001,0.018939394,lichen_114,class-Polyketide
406,lichen_114.scaffold_51.region001,0.101107435,lichen_114,class-Polyketide
407,lichen_114.scaffold_582.region001,0.123828346,lichen_114,class-NRP
408,lichen_114.scaffold_68.region001,0.087428578,lichen_114,class-Polyketide
409,lichen_114.scaffold_70.region001,0.079528598,lichen_114,class-Polyketide
410,lichen_114.scaffold_722.region001,0.069912767,lichen_114,class-NRP
411,lichen_114.scaffold_732.region001,0.0,lichen_114,class-Terpene
412,lichen_114.scaffold_791.region001,0.026210399,lichen_114,class-NRP
413,lichen_114.scaffold_9.region001,0.0,lichen_114,class-Terpene
414,lichen_116.scaffold_102.region001,0.099073963,lichen_116,class-Terpene
415,lichen_116.scaffold_1029.region001,0.028985507,lichen_116,class-NRP
416,lichen_116.scaffold_1039.region001,0.03219803,lichen_116,class-NRP
417,lichen_116.scaffold_1054.region001,0.010869565,lichen_116,class-NRP
418,lichen_116.scaffold_1060.region001,0.0,lichen_116,class-NRP
419,lichen_116.scaffold_108.region001,0.018581081,lichen_116,class-Polyketide
420,lichen_116.scaffold_11.region001,0.041649689,lichen_116,class-Other
421,lichen_116.scaffold_1170.region001,0.114657707,lichen_116,class-NRP
422,lichen_116.scaffold_127.region001,0.0,lichen_116,class-Terpene
423,lichen_116.scaffold_154.region001,0.036363636,lichen_116,class-NRP
424,lichen_116.scaffold_162.region001,0.027027027,lichen_116,class-NRP
425,lichen_116.scaffold_176.region001,0.029268293,lichen_116,class-Polyketide
426,lichen_116.scaffold_186.region001,0.04950495,lichen_116,class-NRP
427,lichen_116.scaffold_2.region001,0.017660649,lichen_116,class-NRP
428,lichen_116.scaffold_204.region001,0.177249774,lichen_116,class-NRP
429,lichen_116.scaffold_223.region001,0.204702439,lichen_116,class-NRP
430,lichen_116.scaffold_227.region001,0.0,lichen_116,class-NRP
431,lichen_116.scaffold_246.region001,0.131379877,lichen_116,class-NRP
432,lichen_116.scaffold_253.region001,0.0,lichen_116,class-Terpene
433,lichen_116.scaffold_279.region001,0.018867925,lichen_116,class-Polyketide
434,lichen_116.scaffold_308.region001,0.037837838,lichen_116,class-Polyketide
435,lichen_116.scaffold_321.region001,0.048208788,lichen_116,class-Polyketide
436,lichen_116.scaffold_339.region001,0.013353241,lichen_116,class-Polyketide
437,lichen_116.scaffold_378.region001,0.133458358,lichen_116,class-NRP
438,lichen_116.scaffold_431.region001,0.034359822,lichen_116,class-NRP
439,lichen_116.scaffold_45.region001,0.086870528,lichen_116,class-Polyketide
440,lichen_116.scaffold_457.region001,0.0,lichen_116,class-NRP
441,lichen_116.scaffold_479.region001,0.053947799,lichen_116,class-Polyketide
442,lichen_116.scaffold_516.region001,0.014760148,lichen_116,class-Polyketide
443,lichen_116.scaffold_557.region001,0.035066224,lichen_116,class-NRP
444,lichen_116.scaffold_569.region001,0.007092199,lichen_116,class-Polyketide
445,lichen_116.scaffold_574.region001,0.008791209,lichen_116,class-Polyketide
446,lichen_116.scaffold_659.region001,0.199010513,lichen_116,class-NRP
447,lichen_116.scaffold_660.region001,1.11e-16,lichen_116,class-NRP
448,lichen_116.scaffold_701.region001,0.03178237,lichen_116,class-NRP
449,lichen_116.scaffold_710.region001,0.017114914,lichen_116,class-Polyketide
450,lichen_116.scaffold_735.region001,0.0125,lichen_116,class-NRP
451,lichen_116.scaffold_805.region001,0.010869565,lichen_116,class-NRP
452,lichen_116.scaffold_810.region001,0.014492754,lichen_116,class-NRP
453,lichen_116.scaffold_827.region001,0.133237318,lichen_116,class-NRP
454,lichen_116.scaffold_842.region001,0.121733783,lichen_116,class-Polyketide
455,lichen_116.scaffold_91.region001,0.038461538,lichen_116,class-NRP
456,lichen_116.scaffold_918.region001,0.018181818,lichen_116,class-NRP
457,lichen_116.scaffold_966.region001,0.112640265,lichen_116,class-Polyketide
458,lichen_117.c00049_NODE_49...region001,0.146525689,lichen_117,class-NRP
459,lichen_118.c00004_NODE_4_...region001,0.022920661,lichen_118,class-NRP
460,lichen_118.c00012_NODE_12...region001,0.006112381,lichen_118,class-NRP
461,lichen_118.c00021_NODE_21...region001,0.0,lichen_118,class-NRP
462,lichen_119.c00002_NODE_2_...region001,0.055766851,lichen_119,class-Polyketide
463,lichen_119.c00003_NODE_3_...region001,0.035538621,lichen_119,class-Polyketide
464,lichen_119.c00006_NODE_6_...region001,0.202898551,lichen_119,class-NRP
465,lichen_119.c00014_NODE_14...region001,0.018867925,lichen_119,class-Polyketide
466,lichen_119.c00017_NODE_17...region001,0.040361646,lichen_119,class-Polyketide
467,lichen_119.c00025_NODE_25...region001,0.016933463,lichen_119,class-NRP
468,lichen_119.c00031_NODE_31...region001,0.032703167,lichen_119,class-Polyketide
469,lichen_119.c00046_NODE_46...region001,0.0125,lichen_119,class-NRP
470,lichen_119.c00068_NODE_68...region001,0.013353241,lichen_119,class-Polyketide
471,lichen_119.c00101_NODE_10...region001,0.04058953,lichen_119,class-Polyketide
472,lichen_120.scaffold_1.region001,0.016261246,lichen_120,class-NRP
473,lichen_120.scaffold_13.region001,0.010788643,lichen_120,class-NRP
474,lichen_120.scaffold_15.region001,0.015856712,lichen_120,class-NRP
475,lichen_120.scaffold_173.region001,0.011025995,lichen_120,class-NRP
476,lichen_120.scaffold_21.region001,0.021578004,lichen_120,class-Polyketide
477,lichen_120.scaffold_28.region001,0.062296483,lichen_120,class-NRP
478,lichen_120.scaffold_3.region001,0.035219875,lichen_120,class-NRP
479,lichen_120.scaffold_4.region001,0.010811128,lichen_120,class-NRP
480,lichen_120.scaffold_40.region001,0.00600503,lichen_120,class-NRP
481,lichen_120.scaffold_43.region001,0.026612699,lichen_120,class-NRP
482,lichen_120.scaffold_48.region001,0.157826772,lichen_120,class-NRP
483,lichen_120.scaffold_6.region001,0.057186217,lichen_120,class-Polyketide
484,lichen_120.scaffold_7.region001,0.027391712,lichen_120,class-Polyketide
485,lichen_120.scaffold_8.region001,0.011108208,lichen_120,class-NRP
486,lichen_120.scaffold_82.region001,0.0,lichen_120,class-NRP
487,lichen_124.scaffold_1.region001,0.167299582,lichen_124,class-Polyketide
488,lichen_124.scaffold_116.region001,0.032801151,lichen_124,class-Polyketide
489,lichen_124.scaffold_1186.region001,0.055839186,lichen_124,class-Polyketide
490,lichen_124.scaffold_1283.region001,0.0,lichen_124,class-NRP
491,lichen_124.scaffold_138.region001,0.031380395,lichen_124,class-NRP
492,lichen_124.scaffold_1418.region001,0.132583886,lichen_124,class-NRP
493,lichen_124.scaffold_1508.region001,0.016548463,lichen_124,class-Polyketide
494,lichen_124.scaffold_1774.region001,0.283653964,lichen_124,class-NRP
495,lichen_124.scaffold_2.region001,0.13456748,lichen_124,class-Polyketide
496,lichen_124.scaffold_20.region001,0.01547331,lichen_124,class-NRP
497,lichen_124.scaffold_2183.region001,0.043478261,lichen_124,class-NRP
498,lichen_124.scaffold_234.region001,0.21900327,lichen_124,class-Terpene
499,lichen_124.scaffold_265.region001,0.023356827,lichen_124,class-Polyketide
500,lichen_124.scaffold_28.region001,0.058094031,lichen_124,class-Polyketide
501,lichen_124.scaffold_33.region001,0.011290323,lichen_124,class-Polyketide
502,lichen_124.scaffold_335.region001,0.080304221,lichen_124,class-NRP
503,lichen_124.scaffold_453.region001,0.037295283,lichen_124,class-Polyketide
504,lichen_124.scaffold_470.region001,0.029727113,lichen_124,class-Polyketide
505,lichen_124.scaffold_525.region001,0.035621897,lichen_124,class-Polyketide
506,lichen_124.scaffold_589.region001,0.02970297,lichen_124,class-NRP
507,lichen_124.scaffold_656.region001,0.027213494,lichen_124,class-Polyketide
508,lichen_124.scaffold_7.region001,0.043693712,lichen_124,class-NRP
509,lichen_124.scaffold_830.region001,0.0,lichen_124,class-Terpene
510,lichen_124.scaffold_94.region001,0.346395896,lichen_124,class-NRP
511,lichen_124.scaffold_973.region001,0.010775862,lichen_124,class-Polyketide
512,lichen_125.scaffold_1.region001,0.005063324,lichen_125,class-NRP
513,lichen_125.scaffold_10.region001,0.022428169,lichen_125,class-Polyketide
514,lichen_125.scaffold_1011.region001,0.0,lichen_125,class-NRP
515,lichen_125.scaffold_115.region001,0.013328258,lichen_125,class-NRP
516,lichen_125.scaffold_130.region001,0.011025995,lichen_125,class-NRP
517,lichen_125.scaffold_139.region001,0.039571483,lichen_125,class-Polyketide
518,lichen_125.scaffold_187.region001,0.0,lichen_125,class-Terpene
519,lichen_125.scaffold_197.region001,0.002114165,lichen_125,class-Polyketide
520,lichen_125.scaffold_203.region001,0.088235171,lichen_125,class-NRP
521,lichen_125.scaffold_209.region001,0.024640657,lichen_125,class-Polyketide
522,lichen_125.scaffold_213.region001,0.053287568,lichen_125,class-Polyketide
523,lichen_125.scaffold_214.region001,0.041039408,lichen_125,class-Polyketide
524,lichen_125.scaffold_23.region001,0.025396757,lichen_125,class-Polyketide
525,lichen_125.scaffold_24.region001,0.016927531,lichen_125,class-Polyketide
526,lichen_125.scaffold_241.region001,0.029160809,lichen_125,class-NRP
527,lichen_125.scaffold_257.region001,0.014761827,lichen_125,class-Polyketide
528,lichen_125.scaffold_270.region001,0.042118574,lichen_125,class-Polyketide
529,lichen_125.scaffold_33.region001,0.031989141,lichen_125,class-Polyketide
530,lichen_125.scaffold_37.region001,0.023121387,lichen_125,class-Polyketide
531,lichen_125.scaffold_371.region001,0.064743378,lichen_125,class-Polyketide
532,lichen_125.scaffold_39.region001,0.057214324,lichen_125,class-Polyketide
533,lichen_125.scaffold_391.region001,0.033324942,lichen_125,class-Polyketide
534,lichen_125.scaffold_4.region001,0.018677204,lichen_125,class-NRP
535,lichen_125.scaffold_411.region001,0.053375019,lichen_125,class-Polyketide
536,lichen_125.scaffold_42.region001,0.086141138,lichen_125,class-NRP
537,lichen_125.scaffold_471.region001,0.059460057,lichen_125,class-NRP
538,lichen_125.scaffold_510.region001,0.061337202,lichen_125,class-Polyketide
539,lichen_125.scaffold_519.region001,0.043478261,lichen_125,class-Other
540,lichen_125.scaffold_545.region001,0.02970297,lichen_125,class-NRP
541,lichen_125.scaffold_55.region001,0.11273112,lichen_125,class-Polyketide
542,lichen_125.scaffold_585.region001,0.024617023,lichen_125,class-Polyketide
543,lichen_125.scaffold_599.region001,0.187533802,lichen_125,class-Polyketide
544,lichen_125.scaffold_703.region001,0.062690422,lichen_125,class-NRP
545,lichen_125.scaffold_722.region001,0.075693124,lichen_125,class-Polyketide
546,lichen_125.scaffold_78.region001,0.04028513,lichen_125,class-NRP
547,lichen_125.scaffold_797.region001,0.082337065,lichen_125,class-NRP
548,lichen_125.scaffold_827.region001,0.040816327,lichen_125,class-NRP
549,lichen_125.scaffold_860.region001,0.01372549,lichen_125,class-Polyketide
550,lichen_125.scaffold_87.region001,0.018471344,lichen_125,class-Polyketide
551,lichen_125.scaffold_9.region001,0.09166179,lichen_125,class-Polyketide
552,lichen_125.scaffold_93.region001,0.038266968,lichen_125,class-Polyketide
553,lichen_125.scaffold_934.region001,0.054347826,lichen_125,class-NRP
554,lichen_125.scaffold_99.region001,0.014699023,lichen_125,class-NRP
555,lichen_127.scaffold_1031.region001,0.015086207,lichen_127,class-Polyketide
556,lichen_127.scaffold_1051.region001,0.0,lichen_127,class-Terpene
557,lichen_127.scaffold_1095.region001,0.037918165,lichen_127,class-Polyketide
558,lichen_127.scaffold_1111.region001,0.282135894,lichen_127,class-NRP
559,lichen_127.scaffold_1127.region001,0.168645467,lichen_127,class-NRP
560,lichen_127.scaffold_1131.region001,0.076086957,lichen_127,class-NRP
561,lichen_127.scaffold_1136.region001,0.012820513,lichen_127,class-NRP
562,lichen_127.scaffold_1158.region001,0.005882353,lichen_127,class-Polyketide
563,lichen_127.scaffold_1163.region001,0.045593855,lichen_127,class-NRP
564,lichen_127.scaffold_1180.region001,0.014492754,lichen_127,class-NRP
565,lichen_127.scaffold_129.region001,0.038361511,lichen_127,class-Polyketide
566,lichen_127.scaffold_132.region001,0.02919708,lichen_127,class-NRP
567,lichen_127.scaffold_1326.region001,0.304162574,lichen_127,class-Terpene
568,lichen_127.scaffold_1386.region001,0.0125,lichen_127,class-NRP
569,lichen_127.scaffold_1427.region001,0.0,lichen_127,class-NRP
570,lichen_127.scaffold_143.region001,0.055042499,lichen_127,class-NRP
571,lichen_127.scaffold_1437.region001,0.002132196,lichen_127,class-Polyketide
572,lichen_127.scaffold_144.region001,0.078797374,lichen_127,class-Polyketide
573,lichen_127.scaffold_149.region001,0.248906606,lichen_127,class-Other
574,lichen_127.scaffold_15.region001,0.134090421,lichen_127,class-Polyketide
575,lichen_127.scaffold_150.region001,0.034682739,lichen_127,class-Polyketide
576,lichen_127.scaffold_1571.region001,0.031332413,lichen_127,class-Polyketide
577,lichen_127.scaffold_162.region001,0.020408163,lichen_127,class-NRP
578,lichen_127.scaffold_1648.region001,0.051269264,lichen_127,class-NRP
579,lichen_127.scaffold_1649.region001,0.010869565,lichen_127,class-Polyketide
580,lichen_127.scaffold_171.region001,0.047021944,lichen_127,class-Polyketide
581,lichen_127.scaffold_1782.region001,0.0,lichen_127,class-NRP
582,lichen_127.scaffold_1806.region001,0.184345602,lichen_127,class-NRP
583,lichen_127.scaffold_1878.region001,0.01238816,lichen_127,class-NRP
584,lichen_127.scaffold_203.region001,0.00872093,lichen_127,class-Polyketide
585,lichen_127.scaffold_2049.region001,0.0,lichen_127,class-Terpene
586,lichen_127.scaffold_2099.region001,0.010869565,lichen_127,class-NRP
587,lichen_127.scaffold_2147.region001,0.025641026,lichen_127,class-NRP
588,lichen_127.scaffold_2160.region001,0.183503419,lichen_127,class-NRP
589,lichen_127.scaffold_217.region001,0.006451613,lichen_127,class-NRP
590,lichen_127.scaffold_222.region001,0.054024504,lichen_127,class-Polyketide
591,lichen_127.scaffold_2248.region001,0.086722084,lichen_127,class-Terpene
592,lichen_127.scaffold_254.region001,0.054054054,lichen_127,class-Polyketide
593,lichen_127.scaffold_257.region001,0.0,lichen_127,class-NRP
594,lichen_127.scaffold_277.region001,0.018895349,lichen_127,class-Polyketide
595,lichen_127.scaffold_288.region001,0.034428795,lichen_127,class-Polyketide
596,lichen_127.scaffold_297.region001,0.029763207,lichen_127,class-Polyketide
597,lichen_127.scaffold_3.region001,0.041237113,lichen_127,class-NRP
598,lichen_127.scaffold_305.region001,0.06590412,lichen_127,class-Polyketide
599,lichen_127.scaffold_313.region001,0.02447812,lichen_127,class-Other
600,lichen_127.scaffold_34.region001,0.22779918,lichen_127,class-NRP
601,lichen_127.scaffold_354.region001,0.069918335,lichen_127,class-Polyketide
602,lichen_127.scaffold_367.region001,0.029612591,lichen_127,class-Polyketide
603,lichen_127.scaffold_434.region001,0.017915718,lichen_127,class-NRP
604,lichen_127.scaffold_440.region001,0.009538996,lichen_127,class-Polyketide
605,lichen_127.scaffold_444.region001,0.106093885,lichen_127,class-NRP
