,BGC,GCF,GCC
503,BGC0000127.gbk,GCF_489,GCC_58
504,BGC0000128.gbk,GCF_489,GCC_58
505,BGC0000129.gbk,GCF_143,GCC_58
506,BGC0000130.gbk,GCF_4148,GCC_58
507,BGC0000131.gbk,GCF_2615,GCC_19
508,BGC0000132.gbk,GCF_3059,GCC_58
509,BGC0000133.gbk,GCF_4181,GCC_58
510,BGC0000134.gbk,GCF_199,GCC_58
511,BGC0000135.gbk,GCF_2792,GCC_58
512,BGC0000136.gbk,GCF_402,GCC_58
513,BGC0000137.gbk,GCF_402,GCC_58
514,BGC0000138.gbk,GCF_4979,GCC_58
515,BGC0000140.gbk,GCF_3666,GCC_58
516,BGC0000141.gbk,GCF_2775,GCC_58
517,BGC0000142.gbk,GCF_164,GCC_58
518,BGC0000143.gbk,GCF_144,GCC_58
519,BGC0000144.gbk,GCF_4499,GCC_58
520,BGC0000145.gbk,GCF_1805,GCC_58
521,BGC0000146.gbk,GCF_29,GCC_58
522,BGC0000147.gbk,GCF_114,GCC_58
523,BGC0000148.gbk,GCF_4295,GCC_58
524,BGC0000149.gbk,GCF_133,GCC_58
525,BGC0000150.gbk,GCF_2899,GCC_58
526,BGC0000151.gbk,GCF_68,GCC_58
527,BGC0000152.gbk,GCF_897,GCC_58
528,BGC0000153.gbk,GCF_2856,GCC_58
529,BGC0000154.gbk,GCF_71,GCC_58
530,BGC0000156.gbk,GCF_137,GCC_58
531,BGC0000157.gbk,GCF_144,GCC_58
532,BGC0000158.gbk,GCF_144,GCC_58
533,BGC0000159.gbk,GCF_3949,GCC_58
534,BGC0000160.gbk,GCF_143,GCC_58
535,BGC0000161.gbk,GCF_18,GCC_58
536,BGC0000162.gbk,GCF_110,GCC_58
537,BGC0000163.gbk,GCF_4816,GCC_58
538,BGC0000164.gbk,GCF_4052,GCC_58
539,BGC0000165.gbk,GCF_3515,GCC_58
540,BGC0000166.gbk,GCF_144,GCC_58
541,BGC0000167.gbk,GCF_68,GCC_58
542,BGC0000168.gbk,GCF_2299,GCC_58
543,BGC0000170.gbk,GCF_143,GCC_58
544,BGC0000171.gbk,GCF_4018,GCC_58
545,BGC0000172.gbk,GCF_4251,GCC_58
546,BGC0000173.gbk,GCF_231,GCC_58
547,BGC0000174.gbk,GCF_276,GCC_58
548,BGC0000175.gbk,GCF_4613,GCC_58
549,BGC0000176.gbk,GCF_4976,GCC_58
550,BGC0000177.gbk,GCF_1168,GCC_58
551,BGC0000178.gbk,GCF_231,GCC_58
552,BGC0000179.gbk,GCF_169,GCC_58
553,BGC0000180.gbk,GCF_4605,GCC_58
554,BGC0000181.gbk,GCF_2168,GCC_58
555,BGC0000182.gbk,GCF_4374,GCC_58
556,BGC0000184.gbk,GCF_4998,GCC_58
557,BGC0000185.gbk,GCF_3809,GCC_58
558,BGC0000186.gbk,GCF_139,GCC_58
559,BGC0000187.gbk,GCF_4401,GCC_58
560,BGC0000188.gbk,GCF_2039,GCC_77
561,BGC0000189.gbk,GCF_2759,GCC_48
562,BGC0000190.gbk,GCF_28,GCC_58
563,BGC0000191.gbk,GCF_227,GCC_58
564,BGC0000192.gbk,GCF_227,GCC_58
565,BGC0000193.gbk,GCF_2949,GCC_49
566,BGC0000194.gbk,GCF_587,GCC_58
567,BGC0000195.gbk,GCF_979,GCC_58
568,BGC0000196.gbk,GCF_3516,GCC_58
569,BGC0000197.gbk,GCF_379,GCC_58
570,BGC0000198.gbk,GCF_3334,GCC_58
571,BGC0000199.gbk,GCF_4139,GCC_58
572,BGC0000200.gbk,GCF_3762,GCC_58
573,BGC0000201.gbk,GCF_4009,GCC_58
574,BGC0000202.gbk,GCF_2869,GCC_58
575,BGC0000203.gbk,GCF_2931,GCC_58
576,BGC0000204.gbk,GCF_28,GCC_58
577,BGC0000205.gbk,GCF_281,GCC_58
578,BGC0000207.gbk,GCF_3097,GCC_13
579,BGC0000208.gbk,GCF_4411,GCC_58
580,BGC0000209.gbk,GCF_4579,GCC_58
581,BGC0000210.gbk,GCF_4157,GCC_58
582,BGC0000211.gbk,GCF_729,GCC_58
583,BGC0000212.gbk,GCF_227,GCC_58
584,BGC0000213.gbk,GCF_3493,GCC_58
585,BGC0000214.gbk,GCF_4192,GCC_58
586,BGC0000215.gbk,GCF_23,GCC_58
587,BGC0000216.gbk,GCF_3643,GCC_58
588,BGC0000217.gbk,GCF_3070,GCC_58
589,BGC0000218.gbk,GCF_3070,GCC_58
590,BGC0000219.gbk,GCF_4234,GCC_58
591,BGC0000220.gbk,GCF_4299,GCC_58
592,BGC0000221.gbk,GCF_4217,GCC_58
593,BGC0000222.gbk,GCF_3347,GCC_58
594,BGC0000223.gbk,GCF_3935,GCC_58
595,BGC0000224.gbk,GCF_28,GCC_58
596,BGC0000225.gbk,GCF_979,GCC_58
597,BGC0000226.gbk,GCF_729,GCC_58
598,BGC0000227.gbk,GCF_112,GCC_58
599,BGC0000228.gbk,GCF_23,GCC_58
600,BGC0000229.gbk,GCF_112,GCC_58
601,BGC0000230.gbk,GCF_109,GCC_58
602,BGC0000231.gbk,GCF_23,GCC_58
603,BGC0000232.gbk,GCF_1114,GCC_58
604,BGC0000233.gbk,GCF_3700,GCC_58
605,BGC0000234.gbk,GCF_23,GCC_58
606,BGC0000235.gbk,GCF_4643,GCC_58
607,BGC0000236.gbk,GCF_470,GCC_58
608,BGC0000237.gbk,GCF_3166,GCC_58
609,BGC0000238.gbk,GCF_4663,GCC_58
610,BGC0000239.gbk,GCF_112,GCC_58
611,BGC0000240.gbk,GCF_664,GCC_58
612,BGC0000241.gbk,GCF_664,GCC_58
613,BGC0000242.gbk,GCF_4697,GCC_58
614,BGC0000243.gbk,GCF_2631,GCC_58
615,BGC0000244.gbk,GCF_2687,GCC_20
616,BGC0000245.gbk,GCF_4965,GCC_58
617,BGC0000246.gbk,GCF_1644,GCC_58
618,BGC0000247.gbk,GCF_1644,GCC_58
619,BGC0000248.gbk,GCF_23,GCC_58
620,BGC0000249.gbk,GCF_3575,GCC_33
621,BGC0000252.gbk,GCF_4995,GCC_58
622,BGC0000253.gbk,GCF_599,GCC_58
623,BGC0000254.gbk,GCF_2614,GCC_58
624,BGC0000255.gbk,GCF_3243,GCC_58
625,BGC0000256.gbk,GCF_4013,GCC_58
626,BGC0000257.gbk,GCF_800,GCC_58
627,BGC0000258.gbk,GCF_1857,GCC_58
628,BGC0000259.gbk,GCF_1857,GCC_58
629,BGC0000260.gbk,GCF_3936,GCC_58
630,BGC0000261.gbk,GCF_3359,GCC_58
631,BGC0000262.gbk,GCF_4425,GCC_58
632,BGC0000263.gbk,GCF_729,GCC_58
633,BGC0000264.gbk,GCF_3647,GCC_58
634,BGC0000265.gbk,GCF_3983,GCC_13
635,BGC0000266.gbk,GCF_109,GCC_58
636,BGC0000267.gbk,GCF_112,GCC_58
637,BGC0000268.gbk,GCF_4053,GCC_58
638,BGC0000269.gbk,GCF_4927,GCC_58
639,BGC0000270.gbk,GCF_2662,GCC_58
640,BGC0000271.gbk,GCF_23,GCC_58
641,BGC0000272.gbk,GCF_23,GCC_58
642,BGC0000273.gbk,GCF_379,GCC_58
643,BGC0000274.gbk,GCF_3635,GCC_58
644,BGC0000275.gbk,GCF_23,GCC_58
645,BGC0000277.gbk,GCF_4631,GCC_8
646,BGC0000278.gbk,GCF_2975,GCC_31
647,BGC0000279.gbk,GCF_3401,GCC_58
648,BGC0000280.gbk,GCF_2151,GCC_27
649,BGC0000281.gbk,GCF_2151,GCC_27
650,BGC0000282.gbk,GCF_592,GCC_27
651,BGC0000283.gbk,GCF_2915,GCC_58
652,BGC0000284.gbk,GCF_224,GCC_58
653,BGC0000285.gbk,GCF_853,GCC_27
654,BGC0000286.gbk,GCF_2671,GCC_39
655,BGC0000287.gbk,GCF_3360,GCC_4
656,BGC0000288.gbk,GCF_177,GCC_49
657,BGC0000289.gbk,GCF_2696,GCC_4
658,BGC0000290.gbk,GCF_3332,GCC_4
659,BGC0000291.gbk,GCF_3257,GCC_4
660,BGC0000292.gbk,GCF_2110,GCC_4
661,BGC0000293.gbk,GCF_4136,GCC_4
662,BGC0000294.gbk,GCF_2829,GCC_46
663,BGC0000295.gbk,GCF_887,GCC_20
664,BGC0000296.gbk,GCF_4517,GCC_4
665,BGC0000297.gbk,GCF_4563,GCC_4
666,BGC0000298.gbk,GCF_3577,GCC_4
667,BGC0000299.gbk,GCF_353,GCC_58
668,BGC0000300.gbk,GCF_4487,GCC_4
669,BGC0000301.gbk,GCF_113,GCC_4
670,BGC0000302.gbk,GCF_4444,GCC_4
671,BGC0000303.gbk,GCF_3205,GCC_46
672,BGC0000304.gbk,GCF_252,GCC_4
673,BGC0000305.gbk,GCF_448,GCC_4
674,BGC0000306.gbk,GCF_4294,GCC_4
675,BGC0000307.gbk,GCF_294,GCC_4
676,BGC0000308.gbk,GCF_3504,GCC_4
677,BGC0000309.gbk,GCF_3311,GCC_46
678,BGC0000310.gbk,GCF_198,GCC_4
679,BGC0000311.gbk,GCF_4297,GCC_4
680,BGC0000312.gbk,GCF_4859,GCC_4
681,BGC0000313.gbk,GCF_2161,GCC_4
682,BGC0000314.gbk,GCF_353,GCC_58
683,BGC0000315.gbk,GCF_131,GCC_58
684,BGC0000316.gbk,GCF_3881,GCC_4
685,BGC0000317.gbk,GCF_4673,GCC_4
686,BGC0000319.gbk,GCF_4389,GCC_4
687,BGC0000320.gbk,GCF_3699,GCC_4
688,BGC0000321.gbk,GCF_155,GCC_4
689,BGC0000323.gbk,GCF_448,GCC_4
690,BGC0000324.gbk,GCF_3062,GCC_46
691,BGC0000325.gbk,GCF_3727,GCC_4
692,BGC0000326.gbk,GCF_3482,GCC_4
693,BGC0000327.gbk,GCF_4075,GCC_49
694,BGC0000328.gbk,GCF_3975,GCC_4
695,BGC0000329.gbk,GCF_4089,GCC_4
696,BGC0000330.gbk,GCF_479,GCC_4
697,BGC0000331.gbk,GCF_4716,GCC_4
698,BGC0000332.gbk,GCF_113,GCC_4
699,BGC0000333.gbk,GCF_3348,GCC_4
700,BGC0000334.gbk,GCF_31,GCC_4
701,BGC0000335.gbk,GCF_236,GCC_58
702,BGC0000336.gbk,GCF_3921,GCC_4
703,BGC0000337.gbk,GCF_813,GCC_58
704,BGC0000339.gbk,GCF_613,GCC_4
705,BGC0000340.gbk,GCF_3063,GCC_46
706,BGC0000341.gbk,GCF_2699,GCC_4
707,BGC0000342.gbk,GCF_86,GCC_4
708,BGC0000343.gbk,GCF_2515,GCC_46
709,BGC0000344.gbk,GCF_3651,GCC_4
710,BGC0000345.gbk,GCF_193,GCC_58
711,BGC0000346.gbk,GCF_193,GCC_58
712,BGC0000347.gbk,GCF_3749,GCC_46
713,BGC0000348.gbk,GCF_1346,GCC_4
714,BGC0000349.gbk,GCF_561,GCC_4
715,BGC0000350.gbk,GCF_3483,GCC_46
716,BGC0000351.gbk,GCF_262,GCC_4
717,BGC0000352.gbk,GCF_4909,GCC_46
718,BGC0000353.gbk,GCF_144,GCC_58
719,BGC0000354.gbk,GCF_3898,GCC_4
720,BGC0000355.gbk,GCF_185,GCC_4
721,BGC0000356.gbk,GCF_1282,GCC_4
722,BGC0000357.gbk,GCF_25,GCC_4
723,BGC0000359.gbk,GCF_111,GCC_46
724,BGC0000360.gbk,GCF_2611,GCC_4
725,BGC0000361.gbk,GCF_155,GCC_4
726,BGC0000362.gbk,GCF_2702,GCC_4
727,BGC0000363.gbk,GCF_773,GCC_4
728,BGC0000364.gbk,GCF_773,GCC_4
729,BGC0000365.gbk,GCF_4799,GCC_58
730,BGC0000366.gbk,GCF_4375,GCC_4
731,BGC0000367.gbk,GCF_4818,GCC_4
732,BGC0000368.gbk,GCF_3224,GCC_46
733,BGC0000369.gbk,GCF_3484,GCC_4
734,BGC0000371.gbk,GCF_111,GCC_46
735,BGC0000372.gbk,GCF_588,GCC_4
736,BGC0000373.gbk,GCF_3947,GCC_4
737,BGC0000374.gbk,GCF_3671,GCC_4
738,BGC0000375.gbk,GCF_4819,GCC_4
739,BGC0000376.gbk,GCF_4426,GCC_4
740,BGC0000377.gbk,GCF_3269,GCC_4
741,BGC0000378.gbk,GCF_4811,GCC_4
742,BGC0000379.gbk,GCF_2624,GCC_4
743,BGC0000380.gbk,GCF_4253,GCC_58
744,BGC0000381.gbk,GCF_3640,GCC_4
745,BGC0000382.gbk,GCF_4871,GCC_46
746,BGC0000383.gbk,GCF_420,GCC_58
747,BGC0000384.gbk,GCF_1004,GCC_4
748,BGC0000385.gbk,GCF_3077,GCC_58
749,BGC0000386.gbk,GCF_3591,GCC_49
750,BGC0000387.gbk,GCF_4127,GCC_1
751,BGC0000388.gbk,GCF_4439,GCC_4
752,BGC0000389.gbk,GCF_448,GCC_4
753,BGC0000391.gbk,GCF_4940,GCC_4
754,BGC0000392.gbk,GCF_4963,GCC_46
755,BGC0000393.gbk,GCF_4773,GCC_58
756,BGC0000394.gbk,GCF_3426,GCC_46
757,BGC0000395.gbk,GCF_4741,GCC_4
758,BGC0000396.gbk,GCF_113,GCC_4
759,BGC0000397.gbk,GCF_312,GCC_4
760,BGC0000398.gbk,GCF_4584,GCC_4
761,BGC0000399.gbk,GCF_3626,GCC_4
762,BGC0000400.gbk,GCF_198,GCC_4
763,BGC0000401.gbk,GCF_1225,GCC_46
764,BGC0000402.gbk,GCF_159,GCC_58
765,BGC0000403.gbk,GCF_990,GCC_4
766,BGC0000404.gbk,GCF_461,GCC_4
767,BGC0000405.gbk,GCF_461,GCC_4
768,BGC0000406.gbk,GCF_3745,GCC_7
769,BGC0000407.gbk,GCF_1707,GCC_4
770,BGC0000408.gbk,GCF_198,GCC_4
771,BGC0000409.gbk,GCF_4845,GCC_46
772,BGC0000410.gbk,GCF_3945,GCC_4
773,BGC0000411.gbk,GCF_448,GCC_4
774,BGC0000412.gbk,GCF_2665,GCC_46
775,BGC0000413.gbk,GCF_3728,GCC_4
776,BGC0000414.gbk,GCF_2734,GCC_46
777,BGC0000415.gbk,GCF_613,GCC_4
778,BGC0000416.gbk,GCF_738,GCC_4
779,BGC0000417.gbk,GCF_4265,GCC_4
780,BGC0000418.gbk,GCF_101,GCC_4
781,BGC0000419.gbk,GCF_101,GCC_4
782,BGC0000420.gbk,GCF_1295,GCC_4
783,BGC0000421.gbk,GCF_3339,GCC_46
784,BGC0000422.gbk,GCF_3013,GCC_46
785,BGC0000423.gbk,GCF_1522,GCC_4
786,BGC0000424.gbk,GCF_479,GCC_4
787,BGC0000425.gbk,GCF_448,GCC_4
788,BGC0000426.gbk,GCF_198,GCC_4
789,BGC0000427.gbk,GCF_481,GCC_4
790,BGC0000428.gbk,GCF_4535,GCC_46
791,BGC0000429.gbk,GCF_230,GCC_58
792,BGC0000430.gbk,GCF_312,GCC_4
793,BGC0000431.gbk,GCF_3021,GCC_4
794,BGC0000432.gbk,GCF_2834,GCC_46
795,BGC0000433.gbk,GCF_2656,GCC_4
796,BGC0000434.gbk,GCF_3704,GCC_4
797,BGC0000435.gbk,GCF_448,GCC_4
798,BGC0000436.gbk,GCF_420,GCC_58
799,BGC0000437.gbk,GCF_1184,GCC_4
800,BGC0000438.gbk,GCF_448,GCC_4
801,BGC0000439.gbk,GCF_2921,GCC_4
802,BGC0000440.gbk,GCF_1409,GCC_4
803,BGC0000441.gbk,GCF_1409,GCC_4
804,BGC0000442.gbk,GCF_4873,GCC_12
805,BGC0000443.gbk,GCF_1184,GCC_4
806,BGC0000444.gbk,GCF_4780,GCC_4
807,BGC0000445.gbk,GCF_2937,GCC_4
808,BGC0000446.gbk,GCF_571,GCC_46
809,BGC0000447.gbk,GCF_448,GCC_4
810,BGC0000448.gbk,GCF_426,GCC_46
811,BGC0000449.gbk,GCF_198,GCC_4
812,BGC0000450.gbk,GCF_613,GCC_4
813,BGC0000451.gbk,GCF_4218,GCC_46
814,BGC0000452.gbk,GCF_990,GCC_4
815,BGC0000453.gbk,GCF_4861,GCC_4
816,BGC0000454.gbk,GCF_111,GCC_46
817,BGC0000455.gbk,GCF_101,GCC_4
818,BGC0000457.gbk,GCF_4399,GCC_4
819,BGC0000458.gbk,GCF_3798,GCC_4
820,BGC0000459.gbk,GCF_4115,GCC_58
821,BGC0000460.gbk,GCF_2821,GCC_46
822,BGC0000461.gbk,GCF_4989,GCC_4
823,BGC0000463.gbk,GCF_448,GCC_4
824,BGC0000464.gbk,GCF_3667,GCC_4
825,BGC0000465.gbk,GCF_738,GCC_4
826,BGC0000466.gbk,GCF_2907,GCC_59
827,BGC0000467.gbk,GCF_397,GCC_58
828,BGC0000468.gbk,GCF_333,GCC_38
829,BGC0000469.gbk,GCF_3634,GCC_38
830,BGC0000470.gbk,GCF_333,GCC_38
831,BGC0000471.gbk,GCF_1032,GCC_57
832,BGC0000472.gbk,GCF_1872,GCC_57
833,BGC0000473.gbk,GCF_1081,GCC_57
834,BGC0000474.gbk,GCF_1081,GCC_57
835,BGC0000475.gbk,GCF_1081,GCC_57
836,BGC0000476.gbk,GCF_1489,GCC_92
837,BGC0000477.gbk,GCF_1081,GCC_57
838,BGC0000478.gbk,GCF_1489,GCC_92
839,BGC0000479.gbk,GCF_1872,GCC_57
840,BGC0000480.gbk,GCF_1081,GCC_57
841,BGC0000481.gbk,GCF_4231,GCC_57
842,BGC0000482.gbk,GCF_1489,GCC_92
843,BGC0000483.gbk,GCF_1032,GCC_57
844,BGC0000484.gbk,GCF_3999,GCC_118
845,BGC0000485.gbk,GCF_1116,GCC_68
846,BGC0000486.gbk,GCF_1116,GCC_68
847,BGC0000487.gbk,GCF_1443,GCC_104
848,BGC0000488.gbk,GCF_2512,GCC_104
849,BGC0000489.gbk,GCF_3513,GCC_104
850,BGC0000490.gbk,GCF_1443,GCC_104
851,BGC0000491.gbk,GCF_1116,GCC_68
852,BGC0000493.gbk,GCF_2507,GCC_104
853,BGC0000494.gbk,GCF_4199,GCC_104
854,BGC0000495.gbk,GCF_3215,GCC_43
855,BGC0000496.gbk,GCF_389,GCC_42
856,BGC0000497.gbk,GCF_188,GCC_43
857,BGC0000498.gbk,GCF_4892,GCC_43
858,BGC0000499.gbk,GCF_847,GCC_43
859,BGC0000500.gbk,GCF_33,GCC_43
860,BGC0000501.gbk,GCF_389,GCC_42
861,BGC0000502.gbk,GCF_746,GCC_43
862,BGC0000503.gbk,GCF_4719,GCC_43
863,BGC0000504.gbk,GCF_33,GCC_43
864,BGC0000505.gbk,GCF_3235,GCC_119
865,BGC0000506.gbk,GCF_1162,GCC_73
866,BGC0000507.gbk,GCF_4582,GCC_73
867,BGC0000508.gbk,GCF_472,GCC_73
868,BGC0000509.gbk,GCF_2681,GCC_73
869,BGC0000510.gbk,GCF_3425,GCC_57
870,BGC0000511.gbk,GCF_1162,GCC_73
871,BGC0000513.gbk,GCF_4059,GCC_42
872,BGC0000514.gbk,GCF_472,GCC_73
873,BGC0000515.gbk,GCF_1162,GCC_73
874,BGC0000516.gbk,GCF_746,GCC_43
875,BGC0000517.gbk,GCF_188,GCC_43
876,BGC0000518.gbk,GCF_4203,GCC_42
877,BGC0000519.gbk,GCF_389,GCC_42
878,BGC0000520.gbk,GCF_2766,GCC_119
879,BGC0000521.gbk,GCF_847,GCC_43
880,BGC0000522.gbk,GCF_1153,GCC_71
881,BGC0000523.gbk,GCF_3233,GCC_43
882,BGC0000525.gbk,GCF_956,GCC_43
883,BGC0000526.gbk,GCF_847,GCC_43
884,BGC0000527.gbk,GCF_3527,GCC_43
885,BGC0000528.gbk,GCF_956,GCC_43
886,BGC0000529.gbk,GCF_4657,GCC_73
887,BGC0000530.gbk,GCF_472,GCC_73
888,BGC0000531.gbk,GCF_472,GCC_73
889,BGC0000532.gbk,GCF_847,GCC_43
890,BGC0000533.gbk,GCF_472,GCC_73
891,BGC0000534.gbk,GCF_847,GCC_43
892,BGC0000535.gbk,GCF_1162,GCC_73
893,BGC0000536.gbk,GCF_1162,GCC_73
894,BGC0000537.gbk,GCF_1162,GCC_73
895,BGC0000538.gbk,GCF_1162,GCC_73
896,BGC0000539.gbk,GCF_847,GCC_43
897,BGC0000540.gbk,GCF_1010,GCC_73
898,BGC0000541.gbk,GCF_1162,GCC_73
899,BGC0000542.gbk,GCF_1162,GCC_73
900,BGC0000543.gbk,GCF_1010,GCC_73
901,BGC0000544.gbk,GCF_1162,GCC_73
902,BGC0000545.gbk,GCF_847,GCC_43
903,BGC0000546.gbk,GCF_389,GCC_42
904,BGC0000547.gbk,GCF_847,GCC_43
905,BGC0000548.gbk,GCF_847,GCC_43
906,BGC0000549.gbk,GCF_1162,GCC_73
907,BGC0000550.gbk,GCF_519,GCC_43
908,BGC0000551.gbk,GCF_389,GCC_42
909,BGC0000552.gbk,GCF_188,GCC_43
910,BGC0000553.gbk,GCF_3820,GCC_42
911,BGC0000554.gbk,GCF_566,GCC_43
912,BGC0000555.gbk,GCF_188,GCC_43
913,BGC0000556.gbk,GCF_1162,GCC_73
914,BGC0000557.gbk,GCF_847,GCC_43
915,BGC0000558.gbk,GCF_4867,GCC_54
916,BGC0000559.gbk,GCF_1162,GCC_73
917,BGC0000560.gbk,GCF_1010,GCC_73
918,BGC0000561.gbk,GCF_4892,GCC_43
919,BGC0000562.gbk,GCF_519,GCC_43
920,BGC0000563.gbk,GCF_4201,GCC_42
921,BGC0000564.gbk,GCF_1462,GCC_24
922,BGC0000565.gbk,GCF_2648,GCC_24
923,BGC0000566.gbk,GCF_4567,GCC_24
924,BGC0000567.gbk,GCF_2805,GCC_24
925,BGC0000568.gbk,GCF_2774,GCC_24
926,BGC0000569.gbk,GCF_2196,GCC_24
927,BGC0000570.gbk,GCF_840,GCC_121
928,BGC0000571.gbk,GCF_4878,GCC_121
929,BGC0000572.gbk,GCF_3722,GCC_121
930,BGC0000573.gbk,GCF_840,GCC_121
931,BGC0000574.gbk,GCF_5000,GCC_121
932,BGC0000575.gbk,GCF_1194,GCC_121
933,BGC0000576.gbk,GCF_840,GCC_121
934,BGC0000577.gbk,GCF_840,GCC_121
935,BGC0000578.gbk,GCF_1194,GCC_121
936,BGC0000579.gbk,GCF_1194,GCC_121
937,BGC0000580.gbk,GCF_840,GCC_121
938,BGC0000581.gbk,GCF_3927,GCC_121
939,BGC0000582.gbk,GCF_2472,GCC_33
940,BGC0000583.gbk,GCF_2472,GCC_33
941,BGC0000584.gbk,GCF_3835,GCC_101
942,BGC0000585.gbk,GCF_4803,GCC_33
943,BGC0000586.gbk,GCF_2367,GCC_8
944,BGC0000587.gbk,GCF_2367,GCC_8
945,BGC0000588.gbk,GCF_1578,GCC_54
946,BGC0000589.gbk,GCF_4723,GCC_54
947,BGC0000590.gbk,GCF_1578,GCC_54
948,BGC0000591.gbk,GCF_4063,GCC_0
949,BGC0000592.gbk,GCF_4537,GCC_0
950,BGC0000593.gbk,GCF_4395,GCC_0
951,BGC0000594.gbk,GCF_3707,GCC_33
952,BGC0000595.gbk,GCF_1721,GCC_2
953,BGC0000596.gbk,GCF_1721,GCC_2
954,BGC0000597.gbk,GCF_3989,GCC_2
955,BGC0000598.gbk,GCF_4639,GCC_38
956,BGC0000599.gbk,GCF_3341,GCC_21
957,BGC0000600.gbk,GCF_2666,GCC_21
958,BGC0000601.gbk,GCF_2571,GCC_21
959,BGC0000602.gbk,GCF_4809,GCC_21
960,BGC0000603.gbk,GCF_564,GCC_24
961,BGC0000604.gbk,GCF_1574,GCC_24
962,BGC0000605.gbk,GCF_4360,GCC_24
963,BGC0000606.gbk,GCF_4949,GCC_24
964,BGC0000607.gbk,GCF_2607,GCC_24
965,BGC0000608.gbk,GCF_4857,GCC_24
966,BGC0000609.gbk,GCF_3711,GCC_58
967,BGC0000610.gbk,GCF_476,GCC_24
968,BGC0000611.gbk,GCF_756,GCC_24
969,BGC0000612.gbk,GCF_3887,GCC_24
970,BGC0000613.gbk,GCF_921,GCC_24
971,BGC0000614.gbk,GCF_756,GCC_24
972,BGC0000615.gbk,GCF_2556,GCC_24
973,BGC0000616.gbk,GCF_1273,GCC_104
974,BGC0000617.gbk,GCF_2771,GCC_54
975,BGC0000618.gbk,GCF_2559,GCC_79
976,BGC0000619.gbk,GCF_1690,GCC_54
977,BGC0000620.gbk,GCF_1153,GCC_71
978,BGC0000622.gbk,GCF_2917,GCC_57
979,BGC0000623.gbk,GCF_3234,GCC_54
980,BGC0000624.gbk,GCF_1690,GCC_54
981,BGC0000625.gbk,GCF_380,GCC_72
982,BGC0000626.gbk,GCF_566,GCC_43
983,BGC0000627.gbk,GCF_405,GCC_34
984,BGC0000628.gbk,GCF_2767,GCC_24
985,BGC0000630.gbk,GCF_1274,GCC_75
986,BGC0000631.gbk,GCF_3637,GCC_45
987,BGC0000632.gbk,GCF_3245,GCC_30
988,BGC0000633.gbk,GCF_390,GCC_75
989,BGC0000634.gbk,GCF_1274,GCC_75
990,BGC0000635.gbk,GCF_1274,GCC_75
991,BGC0000636.gbk,GCF_2567,GCC_75
992,BGC0000637.gbk,GCF_3361,GCC_75
993,BGC0000638.gbk,GCF_3415,GCC_75
994,BGC0000639.gbk,GCF_3415,GCC_75
995,BGC0000640.gbk,GCF_1274,GCC_75
996,BGC0000641.gbk,GCF_3415,GCC_75
997,BGC0000642.gbk,GCF_3415,GCC_75
998,BGC0000643.gbk,GCF_1274,GCC_75
999,BGC0000644.gbk,GCF_2880,GCC_75
1000,BGC0000645.gbk,GCF_3907,GCC_75
1001,BGC0000646.gbk,GCF_1082,GCC_75
1002,BGC0000647.gbk,GCF_67,GCC_75
1003,BGC0000648.gbk,GCF_2890,GCC_75
1004,BGC0000649.gbk,GCF_390,GCC_75
1005,BGC0000650.gbk,GCF_3805,GCC_75
1006,BGC0000651.gbk,GCF_3847,GCC_30
1007,BGC0000652.gbk,GCF_2108,GCC_27
1008,BGC0000653.gbk,GCF_3002,GCC_39
1009,BGC0000654.gbk,GCF_2603,GCC_49
1010,BGC0000655.gbk,GCF_756,GCC_24
1011,BGC0000656.gbk,GCF_1082,GCC_75
1012,BGC0000657.gbk,GCF_885,GCC_33
1013,BGC0000658.gbk,GCF_885,GCC_33
1014,BGC0000659.gbk,GCF_885,GCC_33
1015,BGC0000660.gbk,GCF_2773,GCC_45
1016,BGC0000661.gbk,GCF_40,GCC_45
1017,BGC0000662.gbk,GCF_2632,GCC_65
1018,BGC0000663.gbk,GCF_3231,GCC_75
1019,BGC0000664.gbk,GCF_390,GCC_75
1020,BGC0000665.gbk,GCF_503,GCC_35
1021,BGC0000666.gbk,GCF_503,GCC_35
1022,BGC0000667.gbk,GCF_243,GCC_45
1023,BGC0000668.gbk,GCF_1197,GCC_35
1024,BGC0000669.gbk,GCF_3278,GCC_30
1025,BGC0000670.gbk,GCF_1091,GCC_30
1026,BGC0000671.gbk,GCF_3767,GCC_14
1027,BGC0000672.gbk,GCF_4969,GCC_14
1028,BGC0000673.gbk,GCF_4327,GCC_36
1029,BGC0000674.gbk,GCF_2553,GCC_33
1030,BGC0000675.gbk,GCF_3905,GCC_33
1031,BGC0000676.gbk,GCF_66,GCC_36
1032,BGC0000677.gbk,GCF_3873,GCC_39
1033,BGC0000678.gbk,GCF_2819,GCC_39
1034,BGC0000679.gbk,GCF_3930,GCC_51
1035,BGC0000682.gbk,GCF_134,GCC_58
1036,BGC0000683.gbk,GCF_91,GCC_45
1037,BGC0000684.gbk,GCF_137,GCC_58
1038,BGC0000685.gbk,GCF_2754,GCC_36
1039,BGC0000686.gbk,GCF_4266,GCC_30
1040,BGC0000687.gbk,GCF_4541,GCC_36
1041,BGC0000688.gbk,GCF_66,GCC_36
1042,BGC0000689.gbk,GCF_4914,GCC_105
1043,BGC0000690.gbk,GCF_3768,GCC_49
1044,BGC0000691.gbk,GCF_2605,GCC_49
1045,BGC0000692.gbk,GCF_3567,GCC_105
